month,state_norm,district_resolved,demo_age_5_17,demo_age_17_
November 2025,nagaland,chumoukedima,75,398
November 2025,nagaland,dimapur,145,1565
November 2025,nagaland,kiphire,31,226
November 2025,nagaland,kohima,40,428
November 2025,nagaland,longleng,18,170
November 2025,nagaland,meluri,6,32
November 2025,nagaland,mokokchung,32,483
November 2025,nagaland,mon,113,597
November 2025,nagaland,niuland,6,58
November 2025,nagaland,noklak,15,134
November 2025,nagaland,peren,39,212
November 2025,nagaland,phek,17,205
November 2025,nagaland,shamator,4,75
November 2025,nagaland,tseminyu,1,31
November 2025,nagaland,tuensang,129,714
November 2025,nagaland,wokha,12,219
November 2025,nagaland,zunheboto,49,446
November 2025,odisha,angul,658,4130
November 2025,odisha,balangir,936,4428
November 2025,odisha,bargarh,1041,5275
November 2025,odisha,bhadrak,1508,5595
November 2025,odisha,boudh,285,1368
November 2025,odisha,cuttack,959,5779
November 2025,odisha,dhenkanal,748,3879
November 2025,odisha,gajapati,690,2806
November 2025,odisha,ganjam,2461,13506
November 2025,odisha,jagatsinghapur,552,2772
November 2025,odisha,jajpur,1247,6047
November 2025,odisha,jharsuguda,395,2383
November 2025,odisha,kalahandi,1217,6888
November 2025,odisha,kandhamal,746,3608
November 2025,odisha,kendrapara,1004,5216
November 2025,odisha,khordha,1077,6213
November 2025,odisha,koraput,916,5232
November 2025,odisha,malkangiri,592,2591
November 2025,odisha,mayurbhanj,1976,10135
November 2025,odisha,nabarangpur,679,4536
November 2025,odisha,nayagarh,635,2829
November 2025,odisha,nuapada,516,2216
November 2025,odisha,puri,788,4656
November 2025,odisha,rayagada,853,4579
November 2025,odisha,sambalpur,731,4503
November 2025,odisha,sonepur,500,1480
November 2025,odisha,sundargarh,907,6283
November 2025,puducherry,karaikal,231,915
November 2025,puducherry,puducherry,545,3403
November 2025,punjab,amritsar,743,12724
November 2025,punjab,barnala,159,2319
November 2025,punjab,bathinda,290,5316
November 2025,punjab,faridkot,105,2290
November 2025,punjab,fatehgarh sahib,106,2024
November 2025,punjab,fazilka,221,3411
November 2025,punjab,ferozepur,182,2954
November 2025,punjab,gurdaspur,373,8094
November 2025,punjab,hoshiarpur,327,6062
November 2025,punjab,jalandhar,504,8880
November 2025,punjab,kapurthala,163,3166
November 2025,punjab,ludhiana,896,18116
November 2025,punjab,malerkotla,102,1647
November 2025,punjab,mansa,112,2767
November 2025,punjab,moga,142,3331
November 2025,punjab,pathankot,173,2159
November 2025,punjab,patiala,395,7703
November 2025,punjab,rupnagar,170,2411
November 2025,punjab,sangrur,243,5614
November 2025,punjab,shahid bhagat singh nagar,128,1389
November 2025,punjab,sri muktsar sahib,196,3066
November 2025,punjab,tarn taran,179,4531
November 2025,rajasthan,ajmer,1492,12665
November 2025,rajasthan,alwar,2519,17003
November 2025,rajasthan,balotra,3,76
November 2025,rajasthan,banswara,1167,12602
November 2025,rajasthan,baran,766,6666
November 2025,rajasthan,barmer,1109,8568
November 2025,rajasthan,beawar,5,56
November 2025,rajasthan,bharatpur,1637,11721
November 2025,rajasthan,bhilwara,1271,11973
November 2025,rajasthan,bikaner,1013,7441
November 2025,rajasthan,bundi,628,4757
November 2025,rajasthan,chittorgarh,872,7764
November 2025,rajasthan,churu,1126,8031
November 2025,rajasthan,dausa,1209,6077
November 2025,rajasthan,deeg,41,346
November 2025,rajasthan,dholpur,1116,6233
November 2025,rajasthan,didwana kuchaman,9,95
November 2025,rajasthan,dungarpur,887,8080
November 2025,rajasthan,ganganagar,707,7209
November 2025,rajasthan,hanumangarh,768,6423
November 2025,rajasthan,jaipur,4478,34024
November 2025,rajasthan,jaisalmer,255,2043
November 2025,rajasthan,jalore,596,6709
November 2025,rajasthan,jhalawar,918,6752
November 2025,rajasthan,jhunjhunu,1034,8298
November 2025,rajasthan,jodhpur,1457,12874
November 2025,rajasthan,karauli,1201,7040
November 2025,rajasthan,khairthal tijara,5,120
November 2025,rajasthan,kota,1203,10521
November 2025,rajasthan,kotputli behror,4,72
November 2025,rajasthan,nagaur,1530,11142
November 2025,rajasthan,pali,876,7825
November 2025,rajasthan,phalodi,1,43
November 2025,rajasthan,pratapgarh,429,5958
November 2025,rajasthan,rajsamand,670,5649
November 2025,rajasthan,salumbar,3,67
November 2025,rajasthan,sawai madhopur,804,6124
November 2025,rajasthan,sikar,1241,10146
November 2025,rajasthan,sirohi,550,5539
November 2025,rajasthan,tonk,766,6621
November 2025,rajasthan,udaipur,1939,16729
November 2025,sikkim,mangan,0,17
November 2025,sikkim,namchi,1,70
November 2025,tamil nadu,ariyalur,1414,3191
November 2025,tamil nadu,chengalpattu,644,5123
November 2025,tamil nadu,chennai,4765,30325
November 2025,tamil nadu,coimbatore,3555,23471
November 2025,tamil nadu,cuddalore,3350,14548
November 2025,tamil nadu,dharmapuri,2024,7294
November 2025,tamil nadu,dindigul,2452,10871
November 2025,tamil nadu,erode,2399,13493
November 2025,tamil nadu,kallakurichi,430,2109
November 2025,tamil nadu,kancheepuram,4790,21260
November 2025,tamil nadu,kanniyakumari,2365,9308
November 2025,tamil nadu,karur,1117,5235
November 2025,tamil nadu,krishnagiri,2426,9408
November 2025,tamil nadu,madurai,4509,19051
November 2025,tamil nadu,mayiladuthurai,134,706
November 2025,tamil nadu,nagapattinam,1164,8277
November 2025,tamil nadu,namakkal,2936,8126
November 2025,tamil nadu,perambalur,1115,2724
November 2025,tamil nadu,pudukkottai,2120,9312
November 2025,tamil nadu,ramanathapuram,1515,6681
November 2025,tamil nadu,ranipet,51,339
November 2025,tamil nadu,salem,4030,17911
November 2025,tamil nadu,sivaganga,1668,6534
November 2025,tamil nadu,tenkasi,475,1736
November 2025,tamil nadu,thanjavur,3187,12906
November 2025,tamil nadu,the nilgiris,737,3106
November 2025,tamil nadu,theni,1461,6894
November 2025,tamil nadu,thiruvallur,4163,21999
November 2025,tamil nadu,thiruvarur,1504,7241
November 2025,tamil nadu,thoothukkudi,1861,7981
November 2025,tamil nadu,tiruchirappalli,3679,13173
November 2025,tamil nadu,tirunelveli,3969,12283
November 2025,tamil nadu,tirupathur,300,1863
November 2025,tamil nadu,tiruppur,3193,13312
November 2025,tamil nadu,tiruvannamalai,2371,11101
November 2025,tamil nadu,vellore,3354,17018
November 2025,tamil nadu,viluppuram,4389,16775
November 2025,tamil nadu,virudhunagar,2580,10138
November 2025,telangana,adilabad,1331,6819
November 2025,telangana,bhadradri kothagudem,1404,5310
November 2025,telangana,hanumakonda,532,3510
November 2025,telangana,hyderabad,4887,23907
November 2025,telangana,jagitial,389,2764
November 2025,telangana,jangoan,443,3001
November 2025,telangana,jayashankar bhupalapally,328,2367
November 2025,telangana,jogulamba gadwal,919,4104
November 2025,telangana,kamareddy,698,4224
November 2025,telangana,karimnagar,1962,12242
November 2025,telangana,khammam,2124,8407
November 2025,telangana,mahabubabad,717,4427
November 2025,telangana,mahabubnagar,5587,12242
November 2025,telangana,mancherial,925,5845
November 2025,telangana,medak,2137,9566
November 2025,telangana,medchal malkajgiri,2924,11742
November 2025,telangana,mulugu,323,1904
November 2025,telangana,nagarkurnool,586,3370
November 2025,telangana,nalgonda,2755,13165
November 2025,telangana,narayanpet,527,2956
November 2025,telangana,nirmal,1186,7652
November 2025,telangana,nizamabad,2189,9714
November 2025,telangana,peddapalli,243,1895
November 2025,telangana,rajanna sircilla,324,1889
November 2025,telangana,ranga reddy,201,880
November 2025,telangana,sangareddy,1167,5154
November 2025,telangana,siddipet,895,6017
November 2025,telangana,suryapet,1282,9770
November 2025,telangana,vikarabad,1837,10477
November 2025,telangana,wanaparthy,1016,3933
November 2025,telangana,warangal,1428,4909
November 2025,tripura,dhalai,289,2596
November 2025,tripura,gomati,284,1417
November 2025,tripura,khowai,92,506
November 2025,tripura,north tripura,190,2463
November 2025,tripura,sepahijala,208,2429
November 2025,tripura,south tripura,552,4787
November 2025,tripura,unakoti,74,617
November 2025,tripura,west tripura,750,7728
November 2025,uttar pradesh,agra,3499,33824
November 2025,uttar pradesh,aligarh,2179,29300
November 2025,uttar pradesh,ambedkar nagar,1352,14048
November 2025,uttar pradesh,amethi,1058,12087
November 2025,uttar pradesh,amroha,949,17122
November 2025,uttar pradesh,auraiya,851,8478
November 2025,uttar pradesh,ayodhya,303,2276
November 2025,uttar pradesh,azamgarh,2468,24140
November 2025,uttar pradesh,baghpat,782,9633
November 2025,uttar pradesh,bahraich,1752,23998
November 2025,uttar pradesh,ballia,2034,17704
November 2025,uttar pradesh,balrampur,807,12930
November 2025,uttar pradesh,banda,925,15568
November 2025,uttar pradesh,bara banki,1331,18195
November 2025,uttar pradesh,bareilly,2663,39303
November 2025,uttar pradesh,basti,1414,13986
November 2025,uttar pradesh,bhadohi,180,1178
November 2025,uttar pradesh,bijnor,2518,48201
November 2025,uttar pradesh,budaun,1958,25552
November 2025,uttar pradesh,bulandshahr,2559,24847
November 2025,uttar pradesh,chandauli,1466,16516
November 2025,uttar pradesh,chitrakoot,568,7254
November 2025,uttar pradesh,deoria,2152,18239
November 2025,uttar pradesh,etah,865,10217
November 2025,uttar pradesh,etawah,918,9780
November 2025,uttar pradesh,farrukhabad,998,13997
November 2025,uttar pradesh,fatehpur,1501,17470
November 2025,uttar pradesh,firozabad,1526,25879
November 2025,uttar pradesh,gautam buddha nagar,1635,14627
November 2025,uttar pradesh,ghaziabad,2269,27461
November 2025,uttar pradesh,ghazipur,2197,18630
November 2025,uttar pradesh,gonda,1797,20985
November 2025,uttar pradesh,gorakhpur,3182,27274
November 2025,uttar pradesh,hamirpur,472,9374
November 2025,uttar pradesh,hapur,716,6670
November 2025,uttar pradesh,hardoi,1817,24967
November 2025,uttar pradesh,hathras,1112,11509
November 2025,uttar pradesh,jalaun,817,13378
November 2025,uttar pradesh,jaunpur,2779,22829
November 2025,uttar pradesh,jhansi,957,13479
November 2025,uttar pradesh,kannauj,909,10359
November 2025,uttar pradesh,kanpur dehat,1108,10414
November 2025,uttar pradesh,kanpur nagar,2331,29196
November 2025,uttar pradesh,kasganj,751,10822
November 2025,uttar pradesh,kaushambi,1104,11738
November 2025,uttar pradesh,kheri,1978,32042
November 2025,uttar pradesh,kushinagar,2728,23972
November 2025,uttar pradesh,lalitpur,653,8946
November 2025,uttar pradesh,lucknow,2236,33457
November 2025,uttar pradesh,mahoba,434,7200
November 2025,uttar pradesh,mahrajganj,1716,16239
November 2025,uttar pradesh,mainpuri,959,11039
November 2025,uttar pradesh,mathura,1794,16257
November 2025,uttar pradesh,mau,1610,16846
November 2025,uttar pradesh,meerut,2101,27043
November 2025,uttar pradesh,mirzapur,1467,13882
November 2025,uttar pradesh,moradabad,1639,23389
November 2025,uttar pradesh,muzaffarnagar,2067,26816
November 2025,uttar pradesh,pilibhit,1354,18682
November 2025,uttar pradesh,pratapgarh,1516,14579
November 2025,uttar pradesh,prayagraj,435,3742
November 2025,uttar pradesh,rae bareli,1438,17180
November 2025,uttar pradesh,rampur,1479,22118
November 2025,uttar pradesh,saharanpur,1583,24470
November 2025,uttar pradesh,sambhal,1121,16462
November 2025,uttar pradesh,sant kabir nagar,1018,12555
November 2025,uttar pradesh,shahjahanpur,1917,22549
November 2025,uttar pradesh,shamli,1084,13466
November 2025,uttar pradesh,shrawasti,547,8267
November 2025,uttar pradesh,siddharthnagar,1532,17411
November 2025,uttar pradesh,sitapur,1865,28588
November 2025,uttar pradesh,sonbhadra,1162,11976
November 2025,uttar pradesh,sultanpur,1637,14651
November 2025,uttar pradesh,unnao,1523,23594
November 2025,uttar pradesh,varanasi,2550,29287
November 2025,uttarakhand,almora,370,2796
November 2025,uttarakhand,bageshwar,138,1080
November 2025,uttarakhand,chamoli,186,1644
November 2025,uttarakhand,champawat,238,2275
November 2025,uttarakhand,dehradun,1196,11034
November 2025,uttarakhand,haridwar,1087,10719
November 2025,uttarakhand,nainital,687,4821
November 2025,uttarakhand,pauri garhwal,396,3246
November 2025,uttarakhand,pithoragarh,315,2798
November 2025,uttarakhand,rudraprayag,128,1080
November 2025,uttarakhand,tehri garhwal,501,3962
November 2025,uttarakhand,udham singh nagar,1236,11010
November 2025,uttarakhand,uttarkashi,309,1598
November 2025,west bengal,alipurduar,289,1877
November 2025,west bengal,bankura,2148,39504
November 2025,west bengal,birbhum,2016,27153
November 2025,west bengal,cooch behar,2065,23457
November 2025,west bengal,dakshin dinajpur,713,15242
November 2025,west bengal,darjeeling,733,12860
November 2025,west bengal,hooghly,2095,44357
November 2025,west bengal,howrah,1720,28739
November 2025,west bengal,jalpaiguri,2414,45591
November 2025,west bengal,jhargram,166,1262
November 2025,west bengal,kalimpong,41,564
November 2025,west bengal,kolkata,820,27014
November 2025,west bengal,malda,2957,36378
November 2025,west bengal,murshidabad,5149,63142
November 2025,west bengal,nadia,1732,34487
November 2025,west bengal,north parganas,2936,60730
November 2025,west bengal,paschim bardhaman,250,3037
November 2025,west bengal,paschim medinipur,3953,58504
November 2025,west bengal,purba bardhaman,332,3251
November 2025,west bengal,purba medinipur,1965,23366
November 2025,west bengal,purulia,2799,37001
November 2025,west bengal,south parganas,4791,81342
November 2025,west bengal,uttar dinajpur,2210,39420
December 2025,andaman and nicobar islands,nicobars,10,65
December 2025,andaman and nicobar islands,north and middle andaman,13,422
December 2025,andaman and nicobar islands,south andamans,133,1148
December 2025,andhra pradesh,alluri sitharama raju,312,2082
December 2025,andhra pradesh,anakapalli,461,3544
December 2025,andhra pradesh,ananthapuramu,3777,12242
December 2025,andhra pradesh,annamayya,674,4436
December 2025,andhra pradesh,bapatla,389,2537
December 2025,andhra pradesh,chittoor,4987,23693
December 2025,andhra pradesh,dr b r ambedkar konaseema,449,3249
December 2025,andhra pradesh,east godavari,4131,28094
December 2025,andhra pradesh,eluru,518,3894
December 2025,andhra pradesh,guntur,4006,25994
December 2025,andhra pradesh,kakinada,618,5004
December 2025,andhra pradesh,krishna,2915,20592
December 2025,andhra pradesh,kurnool,5284,22402
December 2025,andhra pradesh,nandyal,631,3161
December 2025,andhra pradesh,palnadu,558,3594
December 2025,andhra pradesh,parvathipuram manyam,383,1873
December 2025,andhra pradesh,prakasam,3757,22180
December 2025,andhra pradesh,sri potti sriramulu nellore,676,4580
December 2025,andhra pradesh,sri sathya sai,765,4482
December 2025,andhra pradesh,srikakulam,3737,16294
December 2025,andhra pradesh,tirupati,870,5545
December 2025,andhra pradesh,visakhapatnam,3693,23909
December 2025,andhra pradesh,vizianagaram,2445,12644
December 2025,andhra pradesh,west godavari,2848,20378
December 2025,arunachal pradesh,anjaw,20,98
December 2025,arunachal pradesh,changlang,74,653
December 2025,arunachal pradesh,dibang valley,10,41
December 2025,arunachal pradesh,east kameng,69,159
December 2025,arunachal pradesh,east siang,70,437
December 2025,arunachal pradesh,kamle,3,6
December 2025,arunachal pradesh,kra daadi,19,79
December 2025,arunachal pradesh,kurung kumey,11,31
December 2025,arunachal pradesh,leparada,1,3
December 2025,arunachal pradesh,lohit,40,445
December 2025,arunachal pradesh,longding,36,202
December 2025,arunachal pradesh,lower dibang valley,33,152
December 2025,arunachal pradesh,lower siang,12,54
December 2025,arunachal pradesh,lower subansiri,27,178
December 2025,arunachal pradesh,namsai,29,311
December 2025,arunachal pradesh,pakke kessang,1,7
December 2025,arunachal pradesh,papum pare,121,699
December 2025,arunachal pradesh,shi yomi,12,46
December 2025,arunachal pradesh,siang,26,122
December 2025,arunachal pradesh,tawang,41,188
December 2025,arunachal pradesh,tirap,26,191
December 2025,arunachal pradesh,upper siang,47,172
December 2025,arunachal pradesh,upper subansiri,51,164
December 2025,arunachal pradesh,west kameng,77,343
December 2025,arunachal pradesh,west siang,86,367
December 2025,assam,bajali,22,335
December 2025,assam,baksa,369,4617
December 2025,assam,barpeta,1086,14729
December 2025,assam,biswanath,230,2548
December 2025,assam,bongaigaon,507,5732
December 2025,assam,cachar,1037,11361
December 2025,assam,charaideo,164,1838
December 2025,assam,chirang,372,4153
December 2025,assam,darrang,672,5984
December 2025,assam,dhemaji,407,4092
December 2025,assam,dhubri,1860,21316
December 2025,assam,dibrugarh,381,4859
December 2025,assam,dima hasao,12,123
December 2025,assam,goalpara,910,8066
December 2025,assam,golaghat,383,4763
December 2025,assam,hailakandi,633,5286
December 2025,assam,hojai,505,5368
December 2025,assam,jorhat,300,3767
December 2025,assam,kamrup,874,11916
December 2025,assam,kamrup metro,473,6641
December 2025,assam,karbi anglong,500,4467
December 2025,assam,kokrajhar,450,7038
December 2025,assam,lakhimpur,597,5723
December 2025,assam,majuli,68,716
December 2025,assam,marigaon,1192,11947
December 2025,assam,nagaon,1730,22185
December 2025,assam,nalbari,460,4828
December 2025,assam,sonitpur,762,10119
December 2025,assam,south salmara mancachar,224,3756
December 2025,assam,sribhumi,84,2202
December 2025,assam,tinsukia,558,7841
December 2025,assam,udalguri,384,5219
December 2025,assam,west karbi anglong,49,299
December 2025,bihar,araria,2223,27420
December 2025,bihar,arwal,556,5073
December 2025,bihar,aurangabad,2442,19443
December 2025,bihar,banka,1710,18022
December 2025,bihar,begusarai,3253,26162
December 2025,bihar,bhagalpur,3027,25895
December 2025,bihar,bhojpur,2531,21952
December 2025,bihar,buxar,1690,14644
December 2025,bihar,darbhanga,3043,29052
December 2025,bihar,gaya,4657,32037
December 2025,bihar,gopalganj,2044,22057
December 2025,bihar,jamui,1346,11970
December 2025,bihar,jehanabad,1104,7751
December 2025,bihar,kaimur bhabua,1379,12881
December 2025,bihar,katihar,2511,29940
December 2025,bihar,khagaria,2105,15159
December 2025,bihar,kishanganj,1201,16628
December 2025,bihar,lakhisarai,1073,9332
December 2025,bihar,madhepura,1784,16856
December 2025,bihar,madhubani,3302,34194
December 2025,bihar,munger,1073,11050
December 2025,bihar,muzaffarpur,4043,42320
December 2025,bihar,nalanda,3331,24376
December 2025,bihar,nawada,1792,16194
December 2025,bihar,pashchim champaran,7,226
December 2025,bihar,patna,5500,49453
December 2025,bihar,purbi champaran,10,261
December 2025,bihar,purnia,2686,31657
December 2025,bihar,rohtas,2697,24123
December 2025,bihar,saharsa,1591,12480
December 2025,bihar,samastipur,3922,41777
December 2025,bihar,saran,3828,33641
December 2025,bihar,sheikhpura,614,4627
December 2025,bihar,sheohar,546,5189
December 2025,bihar,sitamarhi,3143,31818
December 2025,bihar,siwan,2919,27462
December 2025,bihar,supaul,1587,16145
December 2025,bihar,vaishali,3018,29446
December 2025,chandigarh,chandigarh,886,8971
December 2025,chhattisgarh,balod,1183,8016
December 2025,chhattisgarh,bastar,3045,14701
December 2025,chhattisgarh,bemetara,1245,9946
December 2025,chhattisgarh,bijapur,272,3983
December 2025,chhattisgarh,bilaspur,3045,27944
December 2025,chhattisgarh,dakshin bastar dantewada,444,1256
December 2025,chhattisgarh,dhamtari,898,7079
December 2025,chhattisgarh,durg,1908,11654
December 2025,chhattisgarh,gariyaband,519,7381
December 2025,chhattisgarh,gaurela pendra marwahi,167,892
December 2025,chhattisgarh,janjgir champa,1716,21187
December 2025,chhattisgarh,jashpur,2119,11637
December 2025,chhattisgarh,kabeerdham,639,2940
December 2025,chhattisgarh,khairagarh chhuikhadan gandai,246,1659
December 2025,chhattisgarh,kondagaon,1363,9459
December 2025,chhattisgarh,korba,798,12093
December 2025,chhattisgarh,mahasamund,1435,15886
December 2025,chhattisgarh,manendragarh chirmiri bharatpur m c b,184,2181
December 2025,chhattisgarh,mohla manpur ambagarh chouki,1024,4837
December 2025,chhattisgarh,mungeli,904,13970
December 2025,chhattisgarh,narayanpur,322,1495
December 2025,chhattisgarh,raigarh,1101,19745
December 2025,chhattisgarh,raipur,1792,17143
December 2025,chhattisgarh,rajnandgaon,2085,20330
December 2025,chhattisgarh,sakti,323,2814
December 2025,chhattisgarh,sarangarh bilaigarh,344,3567
December 2025,chhattisgarh,sukma,519,3674
December 2025,chhattisgarh,surajpur,1186,12005
December 2025,chhattisgarh,surguja,1771,20832
December 2025,chhattisgarh,uttar bastar kanker,496,5016
December 2025,delhi,new delhi,94,697
December 2025,delhi,north east,104,3221
December 2025,delhi,shahdara,336,3054
December 2025,goa,north goa,339,4278
December 2025,goa,south goa,335,3811
December 2025,gujarat,ahmedabad,5919,50487
December 2025,gujarat,amreli,520,6818
December 2025,gujarat,anand,935,8632
December 2025,gujarat,arvalli,418,2004
December 2025,gujarat,banas kantha,1816,16918
December 2025,gujarat,bharuch,1353,8503
December 2025,gujarat,bhavnagar,1400,13484
December 2025,gujarat,botad,203,1408
December 2025,gujarat,chhotaudepur,339,1719
December 2025,gujarat,dahod,875,5866
December 2025,gujarat,devbhumi dwarka,231,1497
December 2025,gujarat,gandhinagar,966,9262
December 2025,gujarat,gir somnath,401,2488
December 2025,gujarat,jamnagar,902,11051
December 2025,gujarat,junagadh,789,10025
December 2025,gujarat,kachchh,1419,12637
December 2025,gujarat,kheda,1006,10267
December 2025,gujarat,mahesana,1178,9095
December 2025,gujarat,mahisagar,255,1708
December 2025,gujarat,morbi,447,2505
December 2025,gujarat,narmada,417,2420
December 2025,gujarat,navsari,745,5703
December 2025,gujarat,panch mahals,1,150
December 2025,gujarat,patan,790,7069
December 2025,gujarat,porbandar,289,3188
December 2025,gujarat,rajkot,1604,22940
December 2025,gujarat,sabar kantha,11,223
December 2025,gujarat,surat,4911,51651
December 2025,gujarat,surendranagar,5,370
December 2025,gujarat,tapi,494,2249
December 2025,gujarat,vadodara,2613,22395
December 2025,gujarat,valsad,1223,7547
December 2025,haryana,ambala,627,5699
December 2025,haryana,bhiwani,760,6493
December 2025,haryana,charkhi dadri,312,2352
December 2025,haryana,faridabad,2014,17906
December 2025,haryana,fatehabad,471,5005
December 2025,haryana,hisar,836,8508
December 2025,haryana,jhajjar,488,4908
December 2025,haryana,jind,611,5858
December 2025,haryana,kaithal,508,4336
December 2025,haryana,karnal,858,5962
December 2025,haryana,kurukshetra,460,3901
December 2025,haryana,mahendragarh,531,4622
December 2025,haryana,palwal,866,7930
December 2025,haryana,panchkula,594,4450
December 2025,haryana,panipat,928,7780
December 2025,haryana,rewari,681,5548
December 2025,haryana,rohtak,743,4260
December 2025,haryana,sirsa,647,8504
December 2025,haryana,sonipat,944,7276
December 2025,haryana,yamunanagar,3,125
December 2025,himachal pradesh,bilaspur,212,1392
December 2025,himachal pradesh,chamba,884,3205
December 2025,himachal pradesh,hamirpur,231,1734
December 2025,himachal pradesh,kangra,907,6609
December 2025,himachal pradesh,kinnaur,34,374
December 2025,himachal pradesh,kullu,377,2066
December 2025,himachal pradesh,lahaul and spiti,41,79
December 2025,himachal pradesh,mandi,512,3312
December 2025,himachal pradesh,shimla,546,3328
December 2025,himachal pradesh,sirmaur,455,2488
December 2025,himachal pradesh,solan,347,2030
December 2025,himachal pradesh,una,302,1741
December 2025,jammu and kashmir,anantnag,1160,5924
December 2025,jammu and kashmir,bandipora,496,2355
December 2025,jammu and kashmir,baramulla,1224,6380
December 2025,jammu and kashmir,budgam,577,1212
December 2025,jammu and kashmir,doda,305,3125
December 2025,jammu and kashmir,ganderbal,296,1645
December 2025,jammu and kashmir,jammu,488,7340
December 2025,jammu and kashmir,kathua,366,3929
December 2025,jammu and kashmir,kishtwar,162,1140
December 2025,jammu and kashmir,kulgam,405,1584
December 2025,jammu and kashmir,kupwara,1032,4388
December 2025,jammu and kashmir,pulwama,698,3193
December 2025,jammu and kashmir,rajouri,708,3079
December 2025,jammu and kashmir,ramban,566,1499
December 2025,jammu and kashmir,reasi,286,1798
December 2025,jammu and kashmir,samba,134,971
December 2025,jammu and kashmir,srinagar,959,8859
December 2025,jammu and kashmir,udhampur,238,3383
December 2025,jharkhand,bokaro,1402,11626
December 2025,jharkhand,chatra,1205,8522
December 2025,jharkhand,deoghar,1253,9753
December 2025,jharkhand,dhanbad,1363,15184
December 2025,jharkhand,dumka,1050,8280
December 2025,jharkhand,east singhbum,1074,12590
December 2025,jharkhand,garhwa,1076,9766
December 2025,jharkhand,giridih,2611,16955
December 2025,jharkhand,godda,1082,8571
December 2025,jharkhand,gumla,1377,12399
December 2025,jharkhand,hazaribagh,1718,12581
December 2025,jharkhand,jamtara,577,5489
December 2025,jharkhand,khunti,380,3429
December 2025,jharkhand,koderma,627,4319
December 2025,jharkhand,latehar,918,7380
December 2025,jharkhand,lohardaga,444,3431
December 2025,jharkhand,pakur,489,4244
December 2025,jharkhand,palamu,2256,15631
December 2025,jharkhand,ramgarh,661,6102
December 2025,jharkhand,ranchi,1817,17388
December 2025,jharkhand,sahebganj,1134,9127
December 2025,jharkhand,saraikela kharsawan,628,6914
December 2025,jharkhand,simdega,393,3871
December 2025,jharkhand,west singhbhum,907,9405
December 2025,karnataka,bagalkote,2019,7859
December 2025,karnataka,ballari,567,3012
December 2025,karnataka,belagavi,1887,8838
December 2025,karnataka,bengaluru rural,1,24
December 2025,karnataka,bengaluru south,119,1311
December 2025,karnataka,bidar,1380,7269
December 2025,karnataka,chamarajanagar,390,4231
December 2025,karnataka,chikkaballapura,800,6435
December 2025,karnataka,chikkamagaluru,341,2260
December 2025,karnataka,chitradurga,1308,8112
December 2025,karnataka,dakshina kannada,1568,11369
December 2025,karnataka,davanagere,916,6626
December 2025,karnataka,dharwad,1167,7915
December 2025,karnataka,gadag,1031,4615
December 2025,karnataka,hassan,907,8065
December 2025,karnataka,haveri,1183,6523
December 2025,karnataka,kalaburagi,993,4976
December 2025,karnataka,kodagu,274,2783
December 2025,karnataka,kolar,903,6649
December 2025,karnataka,koppal,1037,6376
December 2025,karnataka,mandya,650,7371
December 2025,karnataka,mysuru,736,6021
December 2025,karnataka,raichur,1385,8250
December 2025,karnataka,shivamogga,672,3773
December 2025,karnataka,tumakuru,1418,11587
December 2025,karnataka,udupi,921,5319
December 2025,karnataka,uttara kannada,733,5801
December 2025,karnataka,vijayanagara,354,2988
December 2025,karnataka,vijayapura,1323,5807
December 2025,karnataka,yadgir,1313,5718
December 2025,kerala,alappuzha,659,10681
December 2025,kerala,ernakulam,1282,16957
December 2025,kerala,idukki,360,4140
December 2025,kerala,kannur,1102,16326
December 2025,kerala,kasaragod,579,8386
December 2025,kerala,kollam,1116,14651
December 2025,kerala,kottayam,654,8722
December 2025,kerala,kozhikode,2173,23737
December 2025,kerala,malappuram,2219,48285
December 2025,kerala,palakkad,880,14708
December 2025,kerala,pathanamthitta,489,6146
December 2025,kerala,thiruvananthapuram,1321,17176
December 2025,kerala,thrissur,1187,16091
December 2025,kerala,wayanad,295,4062
December 2025,ladakh,kargil,218,529
December 2025,madhya pradesh,agar malwa,220,2183
December 2025,madhya pradesh,alirajpur,561,4014
December 2025,madhya pradesh,anuppur,516,3745
December 2025,madhya pradesh,ashoknagar,758,4620
December 2025,madhya pradesh,balaghat,1398,6468
December 2025,madhya pradesh,barwani,1242,7580
December 2025,madhya pradesh,betul,1995,5741
December 2025,madhya pradesh,bhind,1514,8901
December 2025,madhya pradesh,bhopal,1408,12478
December 2025,madhya pradesh,burhanpur,612,2289
December 2025,madhya pradesh,chhatarpur,1937,11665
December 2025,madhya pradesh,chhindwara,1446,8951
December 2025,madhya pradesh,damoh,799,6114
December 2025,madhya pradesh,datia,951,6580
December 2025,madhya pradesh,dewas,737,5245
December 2025,madhya pradesh,dhar,1283,11846
December 2025,madhya pradesh,dindori,545,3614
December 2025,madhya pradesh,guna,741,6482
December 2025,madhya pradesh,gwalior,1960,11619
December 2025,madhya pradesh,harda,206,1554
December 2025,madhya pradesh,indore,2874,22347
December 2025,madhya pradesh,jabalpur,1175,11646
December 2025,madhya pradesh,jhabua,945,7469
December 2025,madhya pradesh,katni,1979,7087
December 2025,madhya pradesh,maihar,50,1135
December 2025,madhya pradesh,mandla,830,6123
December 2025,madhya pradesh,mandsaur,954,6042
December 2025,madhya pradesh,mauganj,48,970
December 2025,madhya pradesh,morena,1849,11368
December 2025,madhya pradesh,narmadapuram,81,1606
