month,state_norm,district_resolved,age_0_5,age_5_17,age_18_greater
October 2025,chhattisgarh,khairagarh chhuikhadan gandai,33,9,0
October 2025,chhattisgarh,kondagaon,403,210,1
October 2025,chhattisgarh,korba,726,155,5
October 2025,chhattisgarh,mahasamund,577,138,5
October 2025,chhattisgarh,manendragarh chirmiri bharatpur m c b,51,15,0
October 2025,chhattisgarh,mohla manpur ambagarh chouki,36,17,0
October 2025,chhattisgarh,mungeli,590,95,0
October 2025,chhattisgarh,narayanpur,79,54,0
October 2025,chhattisgarh,raigarh,547,82,4
October 2025,chhattisgarh,raipur,1071,168,0
October 2025,chhattisgarh,rajnandgaon,699,39,0
October 2025,chhattisgarh,sakti,63,13,0
October 2025,chhattisgarh,sarangarh bilaigarh,29,3,0
October 2025,chhattisgarh,sukma,120,79,0
October 2025,chhattisgarh,surajpur,450,136,0
October 2025,chhattisgarh,surguja,517,96,0
October 2025,chhattisgarh,uttar bastar kanker,123,35,8
October 2025,delhi,new delhi,22,3,3
October 2025,delhi,north east,261,82,0
October 2025,delhi,shahdara,45,16,2
October 2025,goa,north goa,216,23,6
October 2025,goa,south goa,159,24,4
October 2025,gujarat,ahmedabad,1678,780,77
October 2025,gujarat,amreli,291,39,41
October 2025,gujarat,anand,555,65,82
October 2025,gujarat,arvalli,152,18,12
October 2025,gujarat,banas kantha,760,384,151
October 2025,gujarat,bharuch,447,61,9
October 2025,gujarat,bhavnagar,694,89,87
October 2025,gujarat,botad,71,15,21
October 2025,gujarat,chhotaudepur,92,35,37
October 2025,gujarat,dahod,464,225,82
October 2025,gujarat,devbhumi dwarka,135,22,44
October 2025,gujarat,gandhinagar,311,77,38
October 2025,gujarat,gir somnath,252,49,53
October 2025,gujarat,jamnagar,614,70,9
October 2025,gujarat,junagadh,565,72,7
October 2025,gujarat,kachchh,617,156,41
October 2025,gujarat,kheda,604,97,79
October 2025,gujarat,mahesana,438,63,48
October 2025,gujarat,mahisagar,187,30,22
October 2025,gujarat,morbi,276,46,63
October 2025,gujarat,narmada,135,23,9
October 2025,gujarat,navsari,228,12,20
October 2025,gujarat,panch mahals,6,0,0
October 2025,gujarat,patan,317,77,39
October 2025,gujarat,porbandar,149,22,21
October 2025,gujarat,rajkot,979,231,82
October 2025,gujarat,sabar kantha,16,4,0
October 2025,gujarat,surat,1371,441,68
October 2025,gujarat,surendranagar,14,2,0
October 2025,gujarat,tapi,217,24,8
October 2025,gujarat,vadodara,1159,241,19
October 2025,gujarat,valsad,499,100,14
October 2025,haryana,ambala,614,22,8
October 2025,haryana,bhiwani,715,34,7
October 2025,haryana,charkhi dadri,146,6,0
October 2025,haryana,faridabad,1018,216,7
October 2025,haryana,fatehabad,648,20,2
October 2025,haryana,hisar,1096,56,1
October 2025,haryana,jhajjar,587,21,0
October 2025,haryana,jind,847,21,0
October 2025,haryana,kaithal,441,19,1
October 2025,haryana,karnal,781,35,0
October 2025,haryana,kurukshetra,499,15,0
October 2025,haryana,mahendragarh,517,30,0
October 2025,haryana,palwal,864,61,1
October 2025,haryana,panchkula,269,17,2
October 2025,haryana,panipat,677,44,6
October 2025,haryana,rewari,501,28,2
October 2025,haryana,rohtak,580,28,1
October 2025,haryana,sirsa,684,45,0
October 2025,haryana,sonipat,795,43,4
October 2025,haryana,yamunanagar,14,2,0
October 2025,himachal pradesh,bilaspur,222,5,0
October 2025,himachal pradesh,chamba,355,13,2
October 2025,himachal pradesh,hamirpur,292,5,0
October 2025,himachal pradesh,kangra,901,15,4
October 2025,himachal pradesh,kinnaur,26,0,1
October 2025,himachal pradesh,kullu,215,14,18
October 2025,himachal pradesh,lahaul and spiti,7,0,0
October 2025,himachal pradesh,mandi,563,12,3
October 2025,himachal pradesh,shimla,375,35,10
October 2025,himachal pradesh,sirmaur,289,13,2
October 2025,himachal pradesh,solan,246,16,2
October 2025,himachal pradesh,una,327,4,0
October 2025,jammu and kashmir,anantnag,646,83,3
October 2025,jammu and kashmir,bandipora,317,81,8
October 2025,jammu and kashmir,baramulla,480,103,6
October 2025,jammu and kashmir,budgam,174,10,3
October 2025,jammu and kashmir,doda,1178,261,0
October 2025,jammu and kashmir,ganderbal,140,10,1
October 2025,jammu and kashmir,jammu,795,184,8
October 2025,jammu and kashmir,kathua,394,67,4
October 2025,jammu and kashmir,kishtwar,227,59,0
October 2025,jammu and kashmir,kulgam,206,57,0
October 2025,jammu and kashmir,kupwara,573,112,5
October 2025,jammu and kashmir,pulwama,426,30,12
October 2025,jammu and kashmir,rajouri,313,121,2
October 2025,jammu and kashmir,ramban,300,157,0
October 2025,jammu and kashmir,reasi,215,120,3
October 2025,jammu and kashmir,samba,110,16,2
October 2025,jammu and kashmir,srinagar,653,66,33
October 2025,jammu and kashmir,udhampur,343,72,4
October 2025,jharkhand,bokaro,625,415,5
October 2025,jharkhand,chatra,498,362,3
October 2025,jharkhand,deoghar,768,661,60
October 2025,jharkhand,dhanbad,1394,580,7
October 2025,jharkhand,dumka,496,533,13
October 2025,jharkhand,east singhbum,985,322,11
October 2025,jharkhand,garhwa,842,273,7
October 2025,jharkhand,giridih,1258,1108,11
October 2025,jharkhand,godda,507,373,3
October 2025,jharkhand,gumla,628,398,26
October 2025,jharkhand,hazaribagh,843,486,2
October 2025,jharkhand,jamtara,650,308,5
October 2025,jharkhand,khunti,256,158,7
October 2025,jharkhand,koderma,392,262,8
October 2025,jharkhand,latehar,202,103,5
October 2025,jharkhand,lohardaga,220,126,6
October 2025,jharkhand,pakur,258,113,1
October 2025,jharkhand,palamu,1005,303,4
October 2025,jharkhand,ramgarh,391,223,1
October 2025,jharkhand,ranchi,1394,687,26
October 2025,jharkhand,sahebganj,643,437,1
October 2025,jharkhand,saraikela kharsawan,547,242,19
October 2025,jharkhand,simdega,286,97,0
October 2025,jharkhand,west singhbhum,811,503,8
October 2025,karnataka,bagalkote,1131,195,7
October 2025,karnataka,ballari,425,52,6
October 2025,karnataka,belagavi,1387,134,30
October 2025,karnataka,bengaluru rural,1,0,0
October 2025,karnataka,bengaluru south,2,27,0
October 2025,karnataka,bidar,790,155,8
October 2025,karnataka,chamarajanagar,580,58,6
October 2025,karnataka,chikkaballapura,594,68,0
October 2025,karnataka,chikkamagaluru,239,21,9
October 2025,karnataka,chitradurga,804,74,15
October 2025,karnataka,dakshina kannada,1262,152,42
October 2025,karnataka,davanagere,806,108,7
October 2025,karnataka,dharwad,986,104,7
October 2025,karnataka,gadag,607,53,1
October 2025,karnataka,hassan,642,39,2
October 2025,karnataka,haveri,753,53,10
October 2025,karnataka,kalaburagi,726,92,4
October 2025,karnataka,kodagu,230,27,9
October 2025,karnataka,kolar,698,67,6
October 2025,karnataka,koppal,793,136,9
October 2025,karnataka,mandya,706,29,29
October 2025,karnataka,mysuru,655,51,17
October 2025,karnataka,raichur,1553,400,20
October 2025,karnataka,shivamogga,380,30,16
October 2025,karnataka,tumakuru,1215,70,20
October 2025,karnataka,udupi,708,60,13
October 2025,karnataka,uttara kannada,661,49,5
October 2025,karnataka,vijayanagara,345,52,12
October 2025,karnataka,vijayapura,735,152,17
October 2025,karnataka,yadgir,1091,252,2
October 2025,kerala,alappuzha,614,230,27
October 2025,kerala,ernakulam,1013,369,38
October 2025,kerala,idukki,339,69,7
October 2025,kerala,kannur,869,357,43
October 2025,kerala,kasaragod,649,206,33
October 2025,kerala,kollam,864,248,60
October 2025,kerala,kottayam,607,200,12
October 2025,kerala,kozhikode,921,421,47
October 2025,kerala,malappuram,2035,997,73
October 2025,kerala,palakkad,1122,363,60
October 2025,kerala,pathanamthitta,329,102,24
October 2025,kerala,thiruvananthapuram,1226,330,49
October 2025,kerala,thrissur,1320,444,62
October 2025,kerala,wayanad,276,68,3
October 2025,ladakh,kargil,43,36,3
October 2025,madhya pradesh,agar malwa,275,65,0
October 2025,madhya pradesh,alirajpur,514,313,0
October 2025,madhya pradesh,anuppur,527,67,5
October 2025,madhya pradesh,ashoknagar,326,116,18
October 2025,madhya pradesh,balaghat,1091,71,3
October 2025,madhya pradesh,barwani,869,371,4
October 2025,madhya pradesh,betul,1041,140,11
October 2025,madhya pradesh,bhind,610,321,33
October 2025,madhya pradesh,bhopal,1658,196,15
October 2025,madhya pradesh,burhanpur,423,124,16
October 2025,madhya pradesh,chhatarpur,1036,466,17
October 2025,madhya pradesh,chhindwara,1687,105,25
October 2025,madhya pradesh,damoh,931,180,11
October 2025,madhya pradesh,datia,378,138,2
October 2025,madhya pradesh,dewas,1158,227,1
October 2025,madhya pradesh,dhar,1203,402,123
October 2025,madhya pradesh,dindori,447,50,0
October 2025,madhya pradesh,guna,784,223,0
October 2025,madhya pradesh,gwalior,961,330,38
October 2025,madhya pradesh,harda,319,66,2
October 2025,madhya pradesh,indore,2066,581,107
October 2025,madhya pradesh,jabalpur,1909,340,0
October 2025,madhya pradesh,jhabua,688,651,94
October 2025,madhya pradesh,katni,1580,385,17
October 2025,madhya pradesh,maihar,79,6,7
October 2025,madhya pradesh,mandla,855,50,2
October 2025,madhya pradesh,mandsaur,1291,113,6
October 2025,madhya pradesh,mauganj,104,19,0
October 2025,madhya pradesh,morena,1104,453,110
October 2025,madhya pradesh,narmadapuram,97,19,2
October 2025,madhya pradesh,narsimhapur,130,31,0
October 2025,madhya pradesh,neemuch,654,109,0
October 2025,madhya pradesh,niwari,15,2,1
October 2025,madhya pradesh,pandhurna,9,1,23
October 2025,madhya pradesh,panna,1153,407,19
October 2025,madhya pradesh,raisen,887,178,35
October 2025,madhya pradesh,rajgarh,651,202,12
October 2025,madhya pradesh,ratlam,953,212,1
October 2025,madhya pradesh,rewa,2152,309,6
October 2025,madhya pradesh,sagar,1594,233,86
October 2025,madhya pradesh,satna,2028,397,13
October 2025,madhya pradesh,sehore,511,107,8
October 2025,madhya pradesh,seoni,836,84,4
October 2025,madhya pradesh,shahdol,766,168,5
October 2025,madhya pradesh,shajapur,918,154,4
October 2025,madhya pradesh,sheopur,246,172,1
October 2025,madhya pradesh,shivpuri,574,353,325
October 2025,madhya pradesh,sidhi,1391,126,5
October 2025,madhya pradesh,singrauli,1315,207,0
October 2025,madhya pradesh,tikamgarh,854,229,4
October 2025,madhya pradesh,ujjain,2110,274,14
October 2025,madhya pradesh,umaria,803,157,0
October 2025,madhya pradesh,vidisha,773,174,15
October 2025,maharashtra,akola,688,72,4
October 2025,maharashtra,amravati,929,127,18
October 2025,maharashtra,beed,904,215,7
October 2025,maharashtra,bhandara,252,6,2
October 2025,maharashtra,buldhana,1005,137,3
October 2025,maharashtra,chandrapur,512,36,9
October 2025,maharashtra,chhatrapati sambhajinagar,71,68,135
October 2025,maharashtra,dharashiv,19,6,13
October 2025,maharashtra,dhule,788,384,62
October 2025,maharashtra,gadchiroli,267,30,1
October 2025,maharashtra,gondia,501,11,0
October 2025,maharashtra,hingoli,504,101,26
October 2025,maharashtra,jalgaon,1392,269,11
October 2025,maharashtra,jalna,877,149,0
October 2025,maharashtra,kolhapur,1332,181,54
October 2025,maharashtra,latur,913,188,12
October 2025,maharashtra,mumbai,1943,689,4
October 2025,maharashtra,mumbai suburban,1479,365,62
October 2025,maharashtra,nagpur,1458,213,12
October 2025,maharashtra,nanded,1197,256,47
October 2025,maharashtra,nandurbar,1101,248,27
October 2025,maharashtra,nashik,2162,584,33
October 2025,maharashtra,palghar,1144,359,23
October 2025,maharashtra,parbhani,957,171,23
October 2025,maharashtra,pune,3896,849,144
October 2025,maharashtra,raigad,305,62,3
October 2025,maharashtra,ratnagiri,536,36,2
October 2025,maharashtra,sangli,795,134,24
October 2025,maharashtra,satara,797,89,18
October 2025,maharashtra,sindhudurg,211,7,3
October 2025,maharashtra,solapur,1528,330,20
October 2025,maharashtra,thane,3651,1238,53
October 2025,maharashtra,wardha,298,22,0
October 2025,maharashtra,washim,475,38,7
October 2025,maharashtra,yavatmal,995,174,20
October 2025,manipur,bishnupur,107,114,1
October 2025,manipur,chandel,32,101,1
October 2025,manipur,churachandpur,172,282,15
October 2025,manipur,imphal east,115,160,4
October 2025,manipur,imphal west,125,111,1
October 2025,manipur,jiribam,13,38,0
October 2025,manipur,kakching,6,19,0
October 2025,manipur,pherzawl,0,1,0
October 2025,manipur,senapati,207,183,4
October 2025,manipur,tamenglong,78,175,16
October 2025,manipur,thoubal,90,129,3
October 2025,manipur,ukhrul,84,113,5
October 2025,meghalaya,east garo hills,26,135,78
October 2025,meghalaya,east jaintia hills,38,85,105
October 2025,meghalaya,east khasi hills,236,527,638
October 2025,meghalaya,eastern west khasi hills,1,63,2
October 2025,meghalaya,north garo hills,17,87,46
October 2025,meghalaya,ri bhoi,65,135,260
October 2025,meghalaya,south garo hills,29,206,14
October 2025,meghalaya,south west garo hills,88,76,42
October 2025,meghalaya,south west khasi hills,45,78,49
October 2025,meghalaya,west garo hills,290,282,242
October 2025,meghalaya,west jaintia hills,81,203,93
October 2025,meghalaya,west khasi hills,118,223,297
October 2025,mizoram,aizawl,198,85,45
October 2025,mizoram,champhai,136,22,19
October 2025,mizoram,khawzawl,0,1,20
October 2025,mizoram,kolasib,41,11,3
October 2025,mizoram,lawngtlai,66,17,12
October 2025,mizoram,lunglei,90,11,0
October 2025,mizoram,mamit,56,14,3
October 2025,mizoram,saitual,1,0,5
October 2025,mizoram,serchhip,20,5,3
October 2025,nagaland,chumoukedima,6,10,2
October 2025,nagaland,dimapur,115,125,8
October 2025,nagaland,kiphire,40,182,5
October 2025,nagaland,kohima,69,116,8
October 2025,nagaland,longleng,6,17,0
October 2025,nagaland,meluri,0,5,0
October 2025,nagaland,mokokchung,21,44,3
October 2025,nagaland,mon,114,246,15
October 2025,nagaland,niuland,8,3,0
October 2025,nagaland,noklak,12,61,3
October 2025,nagaland,peren,23,52,12
October 2025,nagaland,phek,42,147,3
October 2025,nagaland,shamator,1,34,0
October 2025,nagaland,tseminyu,3,7,1
October 2025,nagaland,tuensang,95,82,4
October 2025,nagaland,wokha,17,40,0
October 2025,nagaland,zunheboto,31,129,3
October 2025,odisha,angul,385,74,8
October 2025,odisha,balangir,859,219,23
October 2025,odisha,bargarh,876,171,2
October 2025,odisha,bhadrak,736,242,1
October 2025,odisha,boudh,256,67,0
October 2025,odisha,cuttack,792,195,4
October 2025,odisha,dhenkanal,375,87,0
October 2025,odisha,gajapati,281,49,2
October 2025,odisha,ganjam,1324,188,0
October 2025,odisha,jagatsinghapur,1324,90,9
October 2025,odisha,jajpur,764,202,15
October 2025,odisha,jharsuguda,243,20,0
October 2025,odisha,kalahandi,760,251,22
October 2025,odisha,kandhamal,464,80,7
October 2025,odisha,kendrapara,602,137,42
October 2025,odisha,khordha,714,145,60
October 2025,odisha,koraput,568,236,2
October 2025,odisha,malkangiri,286,86,0
October 2025,odisha,mayurbhanj,1290,392,25
October 2025,odisha,nabarangpur,868,404,8
October 2025,odisha,nayagarh,429,53,3
October 2025,odisha,nuapada,325,78,0
October 2025,odisha,puri,565,117,2
October 2025,odisha,rayagada,399,135,0
October 2025,odisha,sambalpur,454,55,0
October 2025,odisha,sonepur,238,35,0
October 2025,odisha,sundargarh,694,144,6
October 2025,puducherry,karaikal,79,10,2
October 2025,puducherry,puducherry,222,20,1
October 2025,punjab,amritsar,866,165,14
October 2025,punjab,barnala,218,12,2
October 2025,punjab,bathinda,466,60,1
October 2025,punjab,faridkot,108,22,3
October 2025,punjab,fatehgarh sahib,163,37,5
October 2025,punjab,fazilka,281,48,1
October 2025,punjab,ferozepur,227,30,0
October 2025,punjab,gurdaspur,726,79,12
October 2025,punjab,hoshiarpur,472,40,11
October 2025,punjab,jalandhar,770,179,21
October 2025,punjab,kapurthala,182,33,109
October 2025,punjab,ludhiana,1230,273,56
October 2025,punjab,malerkotla,138,33,1
October 2025,punjab,mansa,204,19,5
October 2025,punjab,moga,217,23,21
October 2025,punjab,pathankot,154,12,0
October 2025,punjab,patiala,602,95,23
October 2025,punjab,rupnagar,159,16,3
October 2025,punjab,sangrur,339,29,3
October 2025,punjab,shahid bhagat singh nagar,124,15,10
October 2025,punjab,sri muktsar sahib,162,25,0
October 2025,punjab,tarn taran,487,55,4
October 2025,rajasthan,ajmer,1146,404,5
October 2025,rajasthan,alwar,2103,1129,38
October 2025,rajasthan,banswara,533,408,0
October 2025,rajasthan,baran,450,175,6
October 2025,rajasthan,barmer,1430,705,4
October 2025,rajasthan,bharatpur,1363,972,16
October 2025,rajasthan,bhilwara,959,391,20
October 2025,rajasthan,bikaner,739,655,16
October 2025,rajasthan,bundi,379,175,4
October 2025,rajasthan,chittorgarh,344,190,3
October 2025,rajasthan,churu,978,560,8
October 2025,rajasthan,dausa,674,317,0
October 2025,rajasthan,deeg,2,3,0
October 2025,rajasthan,dholpur,614,363,3
October 2025,rajasthan,dungarpur,563,365,1
October 2025,rajasthan,ganganagar,578,178,2
October 2025,rajasthan,hanumangarh,493,180,0
October 2025,rajasthan,jaipur,2359,1156,13
October 2025,rajasthan,jaisalmer,271,165,7
October 2025,rajasthan,jalore,920,801,5
October 2025,rajasthan,jhalawar,577,302,1
October 2025,rajasthan,jhunjhunu,1046,350,12
October 2025,rajasthan,jodhpur,1505,702,9
October 2025,rajasthan,karauli,722,369,0
October 2025,rajasthan,kota,776,314,12
October 2025,rajasthan,nagaur,1384,611,18
October 2025,rajasthan,pali,887,411,7
October 2025,rajasthan,pratapgarh,284,141,0
October 2025,rajasthan,rajsamand,464,243,4
October 2025,rajasthan,sawai madhopur,612,326,26
October 2025,rajasthan,sikar,1092,444,1
October 2025,rajasthan,sirohi,508,420,17
October 2025,rajasthan,tonk,535,187,17
October 2025,rajasthan,udaipur,1245,965,14
October 2025,sikkim,mangan,0,1,0
October 2025,sikkim,namchi,0,1,3
October 2025,tamil nadu,ariyalur,392,90,24
October 2025,tamil nadu,chengalpattu,141,41,0
October 2025,tamil nadu,chennai,1439,418,13
October 2025,tamil nadu,coimbatore,1520,382,0
October 2025,tamil nadu,cuddalore,1264,206,0
October 2025,tamil nadu,dharmapuri,999,172,14
October 2025,tamil nadu,dindigul,805,251,0
October 2025,tamil nadu,erode,966,243,0
October 2025,tamil nadu,kallakurichi,152,18,1
October 2025,tamil nadu,kancheepuram,1746,704,2
October 2025,tamil nadu,kanniyakumari,865,51,0
October 2025,tamil nadu,karur,593,117,0
October 2025,tamil nadu,krishnagiri,741,170,0
October 2025,tamil nadu,madurai,1623,202,1
October 2025,tamil nadu,mayiladuthurai,88,11,0
October 2025,tamil nadu,nagapattinam,594,146,0
October 2025,tamil nadu,namakkal,776,126,0
October 2025,tamil nadu,perambalur,375,44,0
October 2025,tamil nadu,pudukkottai,918,289,3
October 2025,tamil nadu,ramanathapuram,621,148,5
October 2025,tamil nadu,ranipet,19,2,0
October 2025,tamil nadu,salem,1609,311,17
October 2025,tamil nadu,sivaganga,687,118,0
October 2025,tamil nadu,tenkasi,231,21,0
October 2025,tamil nadu,thanjavur,1025,275,0
October 2025,tamil nadu,the nilgiris,257,102,0
October 2025,tamil nadu,theni,608,109,0
October 2025,tamil nadu,thiruvallur,1649,567,5
October 2025,tamil nadu,thiruvarur,551,120,0
October 2025,tamil nadu,thoothukkudi,922,230,0
October 2025,tamil nadu,tiruchirappalli,1467,364,0
October 2025,tamil nadu,tirunelveli,1826,321,0
October 2025,tamil nadu,tirupathur,191,21,0
October 2025,tamil nadu,tiruppur,966,228,1
October 2025,tamil nadu,tiruvannamalai,1228,140,0
October 2025,tamil nadu,vellore,1572,225,0
October 2025,tamil nadu,viluppuram,1743,369,0
October 2025,tamil nadu,virudhunagar,833,136,0
October 2025,telangana,adilabad,574,101,0
October 2025,telangana,bhadradri kothagudem,549,187,13
October 2025,telangana,hanumakonda,227,30,1
October 2025,telangana,hyderabad,3289,740,58
October 2025,telangana,jagitial,355,25,0
October 2025,telangana,jangoan,246,44,0
October 2025,telangana,jayashankar bhupalapally,185,51,0
October 2025,telangana,jogulamba gadwal,436,99,0
October 2025,telangana,kamareddy,453,36,0
October 2025,telangana,karimnagar,1365,191,1
October 2025,telangana,khammam,690,179,2
October 2025,telangana,mahabubabad,329,67,0
October 2025,telangana,mahabubnagar,1889,671,2
October 2025,telangana,mancherial,235,39,0
October 2025,telangana,medak,1697,400,3
October 2025,telangana,medchal malkajgiri,918,252,24
October 2025,telangana,mulugu,165,79,0
October 2025,telangana,nagarkurnool,230,71,0
October 2025,telangana,nalgonda,1389,348,0
October 2025,telangana,narayanpet,267,73,0
October 2025,telangana,nirmal,270,19,2
October 2025,telangana,nizamabad,1595,148,0
October 2025,telangana,peddapalli,120,16,1
October 2025,telangana,rajanna sircilla,250,11,1
October 2025,telangana,ranga reddy,60,10,0
October 2025,telangana,sangareddy,596,150,1
October 2025,telangana,siddipet,467,49,0
October 2025,telangana,suryapet,480,79,1
October 2025,telangana,vikarabad,510,152,0
October 2025,telangana,wanaparthy,294,122,0
October 2025,telangana,warangal,645,125,0
October 2025,tripura,dhalai,108,84,5
October 2025,tripura,gomati,55,27,1
October 2025,tripura,khowai,44,12,8
October 2025,tripura,north tripura,135,59,0
October 2025,tripura,sepahijala,189,79,2
October 2025,tripura,south tripura,227,152,0
October 2025,tripura,unakoti,102,25,7
October 2025,tripura,west tripura,380,148,27
October 2025,uttar pradesh,agra,1652,1236,64
October 2025,uttar pradesh,aligarh,1213,983,37
October 2025,uttar pradesh,ambedkar nagar,782,845,6
October 2025,uttar pradesh,amethi,769,722,30
October 2025,uttar pradesh,amroha,921,437,9
October 2025,uttar pradesh,auraiya,372,233,3
October 2025,uttar pradesh,ayodhya,136,60,0
October 2025,uttar pradesh,azamgarh,1131,2428,51
October 2025,uttar pradesh,baghpat,613,491,28
October 2025,uttar pradesh,bahraich,1409,2436,292
October 2025,uttar pradesh,ballia,856,1209,5
October 2025,uttar pradesh,balrampur,615,1216,52
October 2025,uttar pradesh,banda,548,655,14
October 2025,uttar pradesh,bara banki,951,581,22
October 2025,uttar pradesh,bareilly,1924,1187,167
October 2025,uttar pradesh,basti,972,1230,27
October 2025,uttar pradesh,bhadohi,54,78,0
October 2025,uttar pradesh,bijnor,2918,791,11
October 2025,uttar pradesh,budaun,770,855,61
October 2025,uttar pradesh,bulandshahr,1528,1031,35
October 2025,uttar pradesh,chandauli,506,510,7
October 2025,uttar pradesh,chitrakoot,659,547,4
October 2025,uttar pradesh,deoria,723,915,28
October 2025,uttar pradesh,etah,479,332,4
October 2025,uttar pradesh,etawah,581,378,41
October 2025,uttar pradesh,farrukhabad,444,551,22
October 2025,uttar pradesh,fatehpur,855,709,44
October 2025,uttar pradesh,firozabad,645,532,11
October 2025,uttar pradesh,gautam buddha nagar,988,725,27
October 2025,uttar pradesh,ghaziabad,1473,1156,30
October 2025,uttar pradesh,ghazipur,769,1305,17
October 2025,uttar pradesh,gonda,1111,1213,23
October 2025,uttar pradesh,gorakhpur,1117,1669,52
October 2025,uttar pradesh,hamirpur,306,260,8
October 2025,uttar pradesh,hapur,554,338,2
October 2025,uttar pradesh,hardoi,1424,1237,53
October 2025,uttar pradesh,hathras,497,328,10
October 2025,uttar pradesh,jalaun,389,400,17
October 2025,uttar pradesh,jaunpur,943,1942,8
October 2025,uttar pradesh,jhansi,706,401,16
October 2025,uttar pradesh,kannauj,444,491,15
October 2025,uttar pradesh,kanpur dehat,444,397,16
October 2025,uttar pradesh,kanpur nagar,1436,1347,67
October 2025,uttar pradesh,kasganj,388,323,32
October 2025,uttar pradesh,kaushambi,689,486,2
October 2025,uttar pradesh,kheri,1382,1700,61
October 2025,uttar pradesh,kushinagar,682,1016,2
October 2025,uttar pradesh,lalitpur,475,175,20
October 2025,uttar pradesh,lucknow,2405,1806,17
October 2025,uttar pradesh,mahoba,336,154,4
October 2025,uttar pradesh,mahrajganj,642,1107,54
October 2025,uttar pradesh,mainpuri,620,805,15
October 2025,uttar pradesh,mathura,943,932,12
October 2025,uttar pradesh,mau,524,1086,12
October 2025,uttar pradesh,meerut,1952,1325,32
October 2025,uttar pradesh,mirzapur,626,726,2
October 2025,uttar pradesh,moradabad,1677,579,9
October 2025,uttar pradesh,muzaffarnagar,1211,898,35
October 2025,uttar pradesh,pilibhit,720,438,32
October 2025,uttar pradesh,pratapgarh,1291,1004,23
October 2025,uttar pradesh,prayagraj,171,147,91
October 2025,uttar pradesh,rae bareli,1317,896,5
October 2025,uttar pradesh,rampur,1252,690,7
October 2025,uttar pradesh,saharanpur,1896,646,12
October 2025,uttar pradesh,sambhal,781,539,12
October 2025,uttar pradesh,sant kabir nagar,657,733,9
October 2025,uttar pradesh,shahjahanpur,948,925,28
October 2025,uttar pradesh,shamli,1038,506,13
October 2025,uttar pradesh,shrawasti,235,429,26
October 2025,uttar pradesh,siddharthnagar,541,1348,52
October 2025,uttar pradesh,sitapur,1306,1262,107
October 2025,uttar pradesh,sonbhadra,441,289,4
October 2025,uttar pradesh,sultanpur,1018,1037,23
October 2025,uttar pradesh,unnao,952,1014,25
October 2025,uttar pradesh,varanasi,1157,1423,6
October 2025,uttarakhand,almora,262,33,2
October 2025,uttarakhand,bageshwar,143,14,0
October 2025,uttarakhand,chamoli,210,16,1
October 2025,uttarakhand,champawat,200,19,0
October 2025,uttarakhand,dehradun,1054,206,4
October 2025,uttarakhand,haridwar,1002,215,1
October 2025,uttarakhand,nainital,709,105,4
October 2025,uttarakhand,pauri garhwal,438,39,5
October 2025,uttarakhand,pithoragarh,209,41,3
October 2025,uttarakhand,rudraprayag,192,20,0
October 2025,uttarakhand,tehri garhwal,460,60,5
October 2025,uttarakhand,udham singh nagar,991,222,1
October 2025,uttarakhand,uttarkashi,196,29,3
October 2025,west bengal,alipurduar,108,82,3
October 2025,west bengal,bankura,1844,385,2
October 2025,west bengal,birbhum,2952,460,0
October 2025,west bengal,cooch behar,1823,714,3
October 2025,west bengal,dakshin dinajpur,1176,221,7
October 2025,west bengal,darjeeling,450,232,24
October 2025,west bengal,hooghly,2695,767,3
October 2025,west bengal,howrah,1906,706,4
October 2025,west bengal,jalpaiguri,849,720,22
October 2025,west bengal,jhargram,143,27,1
October 2025,west bengal,kalimpong,20,9,0
October 2025,west bengal,kolkata,975,769,20
October 2025,west bengal,malda,3119,1025,2
October 2025,west bengal,murshidabad,7844,1135,6
October 2025,west bengal,nadia,2541,711,21
October 2025,west bengal,north parganas,4564,1284,29
October 2025,west bengal,paschim bardhaman,160,73,3
October 2025,west bengal,paschim medinipur,3354,787,1
October 2025,west bengal,purba bardhaman,567,64,4
October 2025,west bengal,purba medinipur,2852,294,3
October 2025,west bengal,purulia,2071,746,0
October 2025,west bengal,south parganas,7489,2338,14
October 2025,west bengal,uttar dinajpur,4513,1796,22
November 2025,andaman and nicobar islands,nicobars,12,0,0
November 2025,andaman and nicobar islands,north and middle andaman,31,0,0
November 2025,andaman and nicobar islands,south andamans,45,3,0
November 2025,andhra pradesh,alluri sitharama raju,280,32,14
November 2025,andhra pradesh,anakapalli,169,4,4
November 2025,andhra pradesh,ananthapuramu,1305,75,3
November 2025,andhra pradesh,annamayya,250,11,30
November 2025,andhra pradesh,bapatla,133,13,6
November 2025,andhra pradesh,chittoor,2143,170,13
November 2025,andhra pradesh,dr b r ambedkar konaseema,179,7,4
November 2025,andhra pradesh,east godavari,2041,116,5
November 2025,andhra pradesh,eluru,180,13,10
November 2025,andhra pradesh,guntur,2698,257,14
November 2025,andhra pradesh,kakinada,246,19,11
November 2025,andhra pradesh,krishna,1741,128,18
November 2025,andhra pradesh,kurnool,2965,194,6
November 2025,andhra pradesh,nandyal,264,12,2
November 2025,andhra pradesh,palnadu,167,14,7
November 2025,andhra pradesh,parvathipuram manyam,106,9,0
November 2025,andhra pradesh,prakasam,1633,246,5
November 2025,andhra pradesh,sri potti sriramulu nellore,195,187,103
November 2025,andhra pradesh,sri sathya sai,239,13,3
November 2025,andhra pradesh,srikakulam,1185,34,0
