month,state_norm,district_resolved,bio_age_5_17,bio_age_17_
November 2025,andhra pradesh,tirupati,868,431
November 2025,andhra pradesh,visakhapatnam,20111,10754
November 2025,andhra pradesh,vizianagaram,11576,6105
November 2025,andhra pradesh,west godavari,15633,7745
November 2025,arunachal pradesh,anjaw,184,36
November 2025,arunachal pradesh,changlang,1265,234
November 2025,arunachal pradesh,dibang valley,168,24
November 2025,arunachal pradesh,east kameng,564,117
November 2025,arunachal pradesh,east siang,539,133
November 2025,arunachal pradesh,kamle,8,12
November 2025,arunachal pradesh,kra daadi,34,24
November 2025,arunachal pradesh,kurung kumey,312,50
November 2025,arunachal pradesh,leparada,14,1
November 2025,arunachal pradesh,lohit,317,100
November 2025,arunachal pradesh,longding,258,64
November 2025,arunachal pradesh,lower dibang valley,291,72
November 2025,arunachal pradesh,lower siang,182,7
November 2025,arunachal pradesh,lower subansiri,107,75
November 2025,arunachal pradesh,namsai,965,111
November 2025,arunachal pradesh,pakke kessang,5,10
November 2025,arunachal pradesh,papum pare,376,309
November 2025,arunachal pradesh,shi yomi,66,167
November 2025,arunachal pradesh,siang,191,27
November 2025,arunachal pradesh,tawang,376,29
November 2025,arunachal pradesh,tirap,254,40
November 2025,arunachal pradesh,upper siang,251,55
November 2025,arunachal pradesh,upper subansiri,475,68
November 2025,arunachal pradesh,west kameng,256,231
November 2025,arunachal pradesh,west siang,1100,80
November 2025,assam,bajali,1,2
November 2025,assam,baksa,1796,597
November 2025,assam,barpeta,8078,3943
November 2025,assam,biswanath,584,274
November 2025,assam,bongaigaon,3207,1380
November 2025,assam,cachar,3629,2069
November 2025,assam,charaideo,594,206
November 2025,assam,chirang,2961,977
November 2025,assam,darrang,1789,998
November 2025,assam,dhemaji,1266,711
November 2025,assam,dhubri,3503,1830
November 2025,assam,dibrugarh,1584,696
November 2025,assam,dima hasao,3,4
November 2025,assam,goalpara,2397,1146
November 2025,assam,golaghat,2247,901
November 2025,assam,hailakandi,1344,690
November 2025,assam,hojai,1818,1382
November 2025,assam,jorhat,1910,559
November 2025,assam,kamrup,2669,1302
November 2025,assam,kamrup metro,1494,1181
November 2025,assam,karbi anglong,7545,1850
November 2025,assam,kokrajhar,1543,907
November 2025,assam,lakhimpur,1825,1449
November 2025,assam,majuli,144,72
November 2025,assam,marigaon,1509,1283
November 2025,assam,nagaon,4818,8439
November 2025,assam,nalbari,3500,539
November 2025,assam,sonitpur,1945,1418
November 2025,assam,south salmara mancachar,431,215
November 2025,assam,sribhumi,12,78
November 2025,assam,tinsukia,1230,659
November 2025,assam,udalguri,939,745
November 2025,assam,west karbi anglong,173,286
November 2025,bihar,araria,3734,6850
November 2025,bihar,arwal,1011,2043
November 2025,bihar,aurangabad,4341,5493
November 2025,bihar,banka,3839,4651
November 2025,bihar,begusarai,5251,6647
November 2025,bihar,bhagalpur,5794,7989
November 2025,bihar,bhojpur,3286,4664
November 2025,bihar,buxar,2000,3064
November 2025,bihar,darbhanga,6358,13614
November 2025,bihar,gaya,4949,7882
November 2025,bihar,gopalganj,2763,5028
November 2025,bihar,jamui,3010,3476
November 2025,bihar,jehanabad,1304,2351
November 2025,bihar,kaimur bhabua,2778,3740
November 2025,bihar,katihar,5962,11730
November 2025,bihar,khagaria,2278,3512
November 2025,bihar,kishanganj,3043,10445
November 2025,bihar,lakhisarai,2011,3011
November 2025,bihar,madhepura,2915,5525
November 2025,bihar,madhubani,7769,12756
November 2025,bihar,munger,1664,2501
November 2025,bihar,muzaffarpur,6042,10775
November 2025,bihar,nalanda,3518,5378
November 2025,bihar,nawada,2260,3383
November 2025,bihar,pashchim champaran,4,76
November 2025,bihar,patna,6557,10385
November 2025,bihar,purbi champaran,6,71
November 2025,bihar,purnia,4603,10085
November 2025,bihar,rohtas,4520,6876
November 2025,bihar,saharsa,3120,7178
November 2025,bihar,samastipur,6532,9503
November 2025,bihar,saran,5250,8274
November 2025,bihar,sheikhpura,1429,2497
November 2025,bihar,sheohar,998,1651
November 2025,bihar,sitamarhi,6233,9231
November 2025,bihar,siwan,4348,7817
November 2025,bihar,supaul,3127,5618
November 2025,bihar,vaishali,5113,7783
November 2025,chandigarh,chandigarh,2098,2068
November 2025,chhattisgarh,balod,3484,4560
November 2025,chhattisgarh,bastar,3945,4663
November 2025,chhattisgarh,bemetara,4639,7303
November 2025,chhattisgarh,bijapur,1245,1375
November 2025,chhattisgarh,bilaspur,12693,12786
November 2025,chhattisgarh,dakshin bastar dantewada,838,1434
November 2025,chhattisgarh,dhamtari,5671,5820
November 2025,chhattisgarh,durg,28687,7755
November 2025,chhattisgarh,gariyaband,2034,4641
November 2025,chhattisgarh,gaurela pendra marwahi,157,51
November 2025,chhattisgarh,janjgir champa,8111,14373
November 2025,chhattisgarh,jashpur,8219,4560
November 2025,chhattisgarh,kabeerdham,2766,1680
November 2025,chhattisgarh,khairagarh chhuikhadan gandai,10,35
November 2025,chhattisgarh,kondagaon,3130,3174
November 2025,chhattisgarh,korba,2366,7219
November 2025,chhattisgarh,mahasamund,5653,5132
November 2025,chhattisgarh,manendragarh chirmiri bharatpur m c b,6,46
November 2025,chhattisgarh,mohla manpur ambagarh chouki,88,72
November 2025,chhattisgarh,mungeli,3654,7009
November 2025,chhattisgarh,narayanpur,460,876
November 2025,chhattisgarh,raigarh,6161,14656
November 2025,chhattisgarh,raipur,7797,13879
November 2025,chhattisgarh,rajnandgaon,10133,8020
November 2025,chhattisgarh,sakti,92,318
November 2025,chhattisgarh,sarangarh bilaigarh,29,223
November 2025,chhattisgarh,sukma,1161,1179
November 2025,chhattisgarh,surajpur,3007,4948
November 2025,chhattisgarh,surguja,3656,5113
November 2025,chhattisgarh,uttar bastar kanker,1552,2384
November 2025,delhi,new delhi,217,144
November 2025,delhi,north east,167,2541
November 2025,delhi,shahdara,108,288
November 2025,goa,north goa,3041,1943
November 2025,goa,south goa,2284,1146
November 2025,gujarat,ahmedabad,14398,21734
November 2025,gujarat,amreli,2521,3191
November 2025,gujarat,anand,3416,4651
November 2025,gujarat,arvalli,1041,827
November 2025,gujarat,banas kantha,4923,6238
November 2025,gujarat,bharuch,3452,3136
November 2025,gujarat,bhavnagar,5207,5658
November 2025,gujarat,botad,725,443
November 2025,gujarat,chhotaudepur,1023,920
November 2025,gujarat,dahod,3717,4769
November 2025,gujarat,devbhumi dwarka,943,384
November 2025,gujarat,gandhinagar,2068,2998
November 2025,gujarat,gir somnath,1801,826
November 2025,gujarat,jamnagar,2911,2948
November 2025,gujarat,junagadh,2566,5417
November 2025,gujarat,kachchh,4349,4369
November 2025,gujarat,kheda,2839,5461
November 2025,gujarat,mahesana,2669,4504
November 2025,gujarat,mahisagar,1315,903
November 2025,gujarat,morbi,1502,744
November 2025,gujarat,narmada,894,1413
November 2025,gujarat,navsari,2388,2275
November 2025,gujarat,panch mahals,6,99
November 2025,gujarat,patan,2201,3021
November 2025,gujarat,porbandar,696,944
November 2025,gujarat,rajkot,6048,6646
November 2025,gujarat,sabar kantha,18,159
November 2025,gujarat,surat,16936,13592
November 2025,gujarat,surendranagar,13,110
November 2025,gujarat,tapi,1407,1645
November 2025,gujarat,vadodara,7260,10872
November 2025,gujarat,valsad,3351,3690
November 2025,haryana,ambala,2554,4541
November 2025,haryana,bhiwani,3728,4634
November 2025,haryana,charkhi dadri,398,491
November 2025,haryana,faridabad,7965,5946
November 2025,haryana,fatehabad,2830,3806
November 2025,haryana,hisar,6598,6205
November 2025,haryana,jhajjar,2821,2856
November 2025,haryana,jind,3417,5362
November 2025,haryana,kaithal,2843,3601
November 2025,haryana,karnal,3732,6258
November 2025,haryana,kurukshetra,2408,4603
November 2025,haryana,mahendragarh,2692,2889
November 2025,haryana,palwal,3819,3118
November 2025,haryana,panchkula,1878,1714
November 2025,haryana,panipat,3104,4804
November 2025,haryana,rewari,2341,2227
November 2025,haryana,rohtak,2458,4122
November 2025,haryana,sirsa,3663,5688
November 2025,haryana,sonipat,3544,4387
November 2025,haryana,yamunanagar,37,110
November 2025,himachal pradesh,bilaspur,1948,960
November 2025,himachal pradesh,chamba,4669,1244
November 2025,himachal pradesh,hamirpur,2187,1189
November 2025,himachal pradesh,kangra,8761,3952
November 2025,himachal pradesh,kinnaur,556,191
November 2025,himachal pradesh,kullu,2463,847
November 2025,himachal pradesh,lahaul and spiti,119,42
November 2025,himachal pradesh,mandi,5565,2810
November 2025,himachal pradesh,shimla,4431,1772
November 2025,himachal pradesh,sirmaur,1995,1041
November 2025,himachal pradesh,solan,3054,1311
November 2025,himachal pradesh,una,2281,1289
November 2025,jammu and kashmir,anantnag,2880,1672
November 2025,jammu and kashmir,bandipora,759,614
November 2025,jammu and kashmir,baramulla,5260,2399
November 2025,jammu and kashmir,budgam,2208,228
November 2025,jammu and kashmir,doda,4155,1902
November 2025,jammu and kashmir,ganderbal,1323,414
November 2025,jammu and kashmir,jammu,8667,4093
November 2025,jammu and kashmir,kathua,3607,1245
November 2025,jammu and kashmir,kishtwar,806,735
November 2025,jammu and kashmir,kulgam,1693,598
November 2025,jammu and kashmir,kupwara,2744,1759
November 2025,jammu and kashmir,pulwama,7208,1191
November 2025,jammu and kashmir,rajouri,6027,2317
November 2025,jammu and kashmir,ramban,6102,692
November 2025,jammu and kashmir,reasi,1440,794
November 2025,jammu and kashmir,samba,1372,320
November 2025,jammu and kashmir,srinagar,6587,3954
November 2025,jammu and kashmir,udhampur,3002,1977
November 2025,jharkhand,bokaro,3633,6070
November 2025,jharkhand,chatra,2626,3565
November 2025,jharkhand,deoghar,2742,3686
November 2025,jharkhand,dhanbad,4420,9696
November 2025,jharkhand,dumka,3070,3497
November 2025,jharkhand,east singhbum,5150,7647
November 2025,jharkhand,garhwa,3265,6317
November 2025,jharkhand,giridih,4505,5823
November 2025,jharkhand,godda,4948,3694
November 2025,jharkhand,gumla,2782,4424
November 2025,jharkhand,hazaribagh,3040,4051
November 2025,jharkhand,jamtara,1306,2099
November 2025,jharkhand,khunti,1203,3189
November 2025,jharkhand,koderma,1263,1890
November 2025,jharkhand,latehar,1405,2078
November 2025,jharkhand,lohardaga,782,1492
November 2025,jharkhand,pakur,441,564
November 2025,jharkhand,palamu,4908,5788
November 2025,jharkhand,ramgarh,1384,2126
November 2025,jharkhand,ranchi,4926,9368
November 2025,jharkhand,sahebganj,2743,2836
November 2025,jharkhand,saraikela kharsawan,2933,5151
November 2025,jharkhand,simdega,1277,2495
November 2025,jharkhand,west singhbhum,2832,5958
November 2025,karnataka,bagalkote,3458,3802
November 2025,karnataka,ballari,1899,945
November 2025,karnataka,belagavi,4534,1944
November 2025,karnataka,bengaluru rural,2,2
November 2025,karnataka,bengaluru south,13,31
November 2025,karnataka,bidar,4301,4146
November 2025,karnataka,chamarajanagar,1475,1634
November 2025,karnataka,chikkaballapura,1896,1966
November 2025,karnataka,chikkamagaluru,810,665
November 2025,karnataka,chitradurga,2427,2769
November 2025,karnataka,dakshina kannada,4430,3526
November 2025,karnataka,davanagere,2536,4974
November 2025,karnataka,dharwad,3105,3866
November 2025,karnataka,gadag,1492,1855
November 2025,karnataka,hassan,2772,2865
November 2025,karnataka,haveri,2046,2656
November 2025,karnataka,kalaburagi,4243,1916
November 2025,karnataka,kodagu,615,887
November 2025,karnataka,kolar,2556,2810
November 2025,karnataka,koppal,2296,2497
November 2025,karnataka,mandya,3401,3187
November 2025,karnataka,mysuru,3152,1642
November 2025,karnataka,raichur,4862,6205
November 2025,karnataka,shivamogga,1907,1083
November 2025,karnataka,tumakuru,4185,5487
November 2025,karnataka,udupi,2039,1432
November 2025,karnataka,uttara kannada,2149,1845
November 2025,karnataka,vijayanagara,201,496
November 2025,karnataka,vijayapura,3212,1257
November 2025,karnataka,yadgir,2371,2923
November 2025,kerala,alappuzha,2475,4652
November 2025,kerala,ernakulam,4953,8087
November 2025,kerala,idukki,1185,2557
November 2025,kerala,kannur,3683,7477
November 2025,kerala,kasaragod,2621,4156
November 2025,kerala,kollam,3380,6724
November 2025,kerala,kottayam,2630,4086
November 2025,kerala,kozhikode,6338,10824
November 2025,kerala,malappuram,7632,15590
November 2025,kerala,palakkad,3855,9391
November 2025,kerala,pathanamthitta,1738,3213
November 2025,kerala,thiruvananthapuram,4097,7275
November 2025,kerala,thrissur,3645,7630
November 2025,kerala,wayanad,866,2201
November 2025,ladakh,kargil,153,57
November 2025,madhya pradesh,agar malwa,339,1032
November 2025,madhya pradesh,alirajpur,1600,2007
November 2025,madhya pradesh,anuppur,1156,2191
November 2025,madhya pradesh,ashoknagar,1455,1852
November 2025,madhya pradesh,balaghat,4740,3527
November 2025,madhya pradesh,barwani,3909,3609
November 2025,madhya pradesh,betul,7045,6234
November 2025,madhya pradesh,bhind,3599,3546
November 2025,madhya pradesh,bhopal,7741,9318
November 2025,madhya pradesh,burhanpur,2961,3318
November 2025,madhya pradesh,chhatarpur,4242,4935
November 2025,madhya pradesh,chhindwara,4032,5759
November 2025,madhya pradesh,damoh,3065,3826
November 2025,madhya pradesh,datia,1548,1627
November 2025,madhya pradesh,dewas,4345,5333
November 2025,madhya pradesh,dhar,4426,5046
November 2025,madhya pradesh,dindori,1462,1409
November 2025,madhya pradesh,guna,2572,3657
November 2025,madhya pradesh,gwalior,5018,4533
November 2025,madhya pradesh,harda,1308,1890
November 2025,madhya pradesh,indore,9554,11433
November 2025,madhya pradesh,jabalpur,6115,8372
November 2025,madhya pradesh,jhabua,3060,3168
November 2025,madhya pradesh,katni,3397,3029
November 2025,madhya pradesh,maihar,22,252
November 2025,madhya pradesh,mandla,1626,1745
November 2025,madhya pradesh,mandsaur,1916,3120
November 2025,madhya pradesh,mauganj,7,149
November 2025,madhya pradesh,morena,5282,4264
November 2025,madhya pradesh,narmadapuram,87,295
November 2025,madhya pradesh,narsimhapur,330,639
November 2025,madhya pradesh,neemuch,2583,1712
November 2025,madhya pradesh,niwari,90,63
November 2025,madhya pradesh,pandhurna,9,64
November 2025,madhya pradesh,panna,2698,3305
November 2025,madhya pradesh,raisen,3149,4004
November 2025,madhya pradesh,rajgarh,4238,5229
November 2025,madhya pradesh,ratlam,6518,4544
November 2025,madhya pradesh,rewa,5441,6299
November 2025,madhya pradesh,sagar,5848,6024
November 2025,madhya pradesh,satna,6780,6755
November 2025,madhya pradesh,sehore,2761,4084
November 2025,madhya pradesh,seoni,2491,3103
November 2025,madhya pradesh,shahdol,2298,3060
November 2025,madhya pradesh,shajapur,2972,4549
November 2025,madhya pradesh,sheopur,1458,1768
November 2025,madhya pradesh,shivpuri,2832,5733
November 2025,madhya pradesh,sidhi,2251,2910
November 2025,madhya pradesh,singrauli,2839,2074
November 2025,madhya pradesh,tikamgarh,3520,4421
November 2025,madhya pradesh,ujjain,10763,6201
November 2025,madhya pradesh,umaria,1330,1587
November 2025,madhya pradesh,vidisha,5012,5316
November 2025,maharashtra,akola,5024,21531
November 2025,maharashtra,amravati,10713,36624
November 2025,maharashtra,beed,10379,14183
November 2025,maharashtra,bhandara,3832,10314
November 2025,maharashtra,buldhana,8723,34707
November 2025,maharashtra,chandrapur,6790,25324
November 2025,maharashtra,chhatrapati sambhajinagar,51,332
November 2025,maharashtra,dharashiv,21,61
November 2025,maharashtra,dhule,7257,17711
November 2025,maharashtra,gadchiroli,4712,18931
November 2025,maharashtra,gondia,3673,10301
November 2025,maharashtra,hingoli,3779,9719
November 2025,maharashtra,jalgaon,13599,36168
November 2025,maharashtra,jalna,7752,16812
November 2025,maharashtra,kolhapur,10119,19370
November 2025,maharashtra,latur,6738,20645
November 2025,maharashtra,mumbai,14794,36516
November 2025,maharashtra,mumbai suburban,14786,6578
November 2025,maharashtra,nagpur,13779,33841
November 2025,maharashtra,nanded,14113,31915
November 2025,maharashtra,nandurbar,5607,17992
November 2025,maharashtra,nashik,23229,59381
November 2025,maharashtra,palghar,12772,7275
November 2025,maharashtra,parbhani,9720,12660
November 2025,maharashtra,pune,34184,34831
November 2025,maharashtra,raigad,672,973
November 2025,maharashtra,ratnagiri,7699,15083
November 2025,maharashtra,sangli,8915,21526
November 2025,maharashtra,satara,9898,13588
November 2025,maharashtra,sindhudurg,3234,4161
November 2025,maharashtra,solapur,16734,18783
November 2025,maharashtra,thane,31393,48657
November 2025,maharashtra,wardha,5943,14751
November 2025,maharashtra,washim,4265,19660
November 2025,maharashtra,yavatmal,8893,43263
November 2025,manipur,bishnupur,3444,1637
November 2025,manipur,chandel,1287,540
November 2025,manipur,churachandpur,2447,977
November 2025,manipur,imphal east,6144,4642
November 2025,manipur,imphal west,9924,6801
November 2025,manipur,jiribam,39,84
November 2025,manipur,kakching,190,76
November 2025,manipur,senapati,2357,1822
November 2025,manipur,tamenglong,1202,727
November 2025,manipur,thoubal,8223,4186
November 2025,manipur,ukhrul,1521,1215
November 2025,meghalaya,east garo hills,78,66
November 2025,meghalaya,east jaintia hills,334,55
November 2025,meghalaya,east khasi hills,1566,821
November 2025,meghalaya,eastern west khasi hills,0,2
November 2025,meghalaya,north garo hills,83,34
November 2025,meghalaya,ri bhoi,373,145
November 2025,meghalaya,south garo hills,109,43
November 2025,meghalaya,south west garo hills,361,147
November 2025,meghalaya,south west khasi hills,373,147
November 2025,meghalaya,west garo hills,543,920
November 2025,meghalaya,west jaintia hills,319,112
November 2025,meghalaya,west khasi hills,483,174
November 2025,mizoram,aizawl,1054,499
November 2025,mizoram,champhai,188,126
November 2025,mizoram,hnahthial,2,3
November 2025,mizoram,kolasib,212,88
November 2025,mizoram,lawngtlai,300,207
November 2025,mizoram,lunglei,311,163
November 2025,mizoram,mamit,143,88
November 2025,mizoram,saitual,2,6
November 2025,mizoram,serchhip,117,98
November 2025,nagaland,chumoukedima,20,13
November 2025,nagaland,dimapur,1706,1345
November 2025,nagaland,kiphire,124,143
November 2025,nagaland,kohima,243,692
November 2025,nagaland,longleng,25,76
November 2025,nagaland,meluri,91,289
November 2025,nagaland,mokokchung,303,448
November 2025,nagaland,mon,1240,493
November 2025,nagaland,niuland,5,8
November 2025,nagaland,noklak,17,39
November 2025,nagaland,peren,133,178
November 2025,nagaland,phek,121,329
November 2025,nagaland,shamator,0,8
November 2025,nagaland,tseminyu,5,7
November 2025,nagaland,tuensang,212,540
November 2025,nagaland,wokha,182,177
November 2025,nagaland,zunheboto,162,424
November 2025,odisha,angul,2996,2255
November 2025,odisha,balangir,4926,2668
November 2025,odisha,bargarh,5515,2721
November 2025,odisha,bhadrak,5227,2962
November 2025,odisha,boudh,1504,795
November 2025,odisha,cuttack,7220,4382
November 2025,odisha,dhenkanal,4022,2195
November 2025,odisha,gajapati,4038,1918
November 2025,odisha,ganjam,10590,6484
November 2025,odisha,jagatsinghapur,5600,2685
November 2025,odisha,jajpur,4505,3600
November 2025,odisha,jharsuguda,1934,986
November 2025,odisha,kalahandi,3392,3385
November 2025,odisha,kandhamal,3201,1908
November 2025,odisha,kendrapara,5376,2755
November 2025,odisha,khordha,6524,4003
November 2025,odisha,koraput,3668,3015
November 2025,odisha,malkangiri,2520,1332
November 2025,odisha,mayurbhanj,10162,5500
November 2025,odisha,nabarangpur,3361,2272
November 2025,odisha,nayagarh,3447,1868
November 2025,odisha,nuapada,2058,1147
November 2025,odisha,puri,5046,2823
November 2025,odisha,rayagada,3035,2283
November 2025,odisha,sambalpur,3050,2015
November 2025,odisha,sonepur,2265,771
November 2025,odisha,sundargarh,4059,4235
November 2025,puducherry,karaikal,759,869
November 2025,puducherry,puducherry,2074,1373
November 2025,punjab,amritsar,5023,6253
November 2025,punjab,barnala,2334,1115
November 2025,punjab,bathinda,5156,3339
November 2025,punjab,faridkot,1788,1922
November 2025,punjab,fatehgarh sahib,2838,1308
November 2025,punjab,fazilka,2285,1832
November 2025,punjab,ferozepur,3279,1831
November 2025,punjab,gurdaspur,2166,5351
November 2025,punjab,hoshiarpur,2530,4127
November 2025,punjab,jalandhar,5058,6534
November 2025,punjab,kapurthala,1585,2368
November 2025,punjab,ludhiana,8015,8567
November 2025,punjab,malerkotla,667,559
November 2025,punjab,mansa,3072,2160
November 2025,punjab,moga,1714,2544
November 2025,punjab,pathankot,1316,1037
November 2025,punjab,patiala,5184,4658
November 2025,punjab,rupnagar,1320,2059
November 2025,punjab,sangrur,4818,3215
November 2025,punjab,shahid bhagat singh nagar,1370,1205
November 2025,punjab,sri muktsar sahib,2433,2043
November 2025,punjab,tarn taran,1920,3206
November 2025,rajasthan,ajmer,7020,7673
November 2025,rajasthan,alwar,10869,9191
November 2025,rajasthan,banswara,4524,7125
November 2025,rajasthan,baran,2604,5416
November 2025,rajasthan,barmer,8660,10895
November 2025,rajasthan,bharatpur,7518,6562
November 2025,rajasthan,bhilwara,6467,10785
November 2025,rajasthan,bikaner,5977,6908
November 2025,rajasthan,bundi,2580,3500
November 2025,rajasthan,chittorgarh,3002,3141
November 2025,rajasthan,churu,5574,6644
November 2025,rajasthan,dausa,4976,5594
November 2025,rajasthan,deeg,2,43
November 2025,rajasthan,dholpur,4113,2482
November 2025,rajasthan,didwana kuchaman,0,2
November 2025,rajasthan,dungarpur,5825,5577
November 2025,rajasthan,ganganagar,3608,5464
November 2025,rajasthan,hanumangarh,3243,5176
November 2025,rajasthan,jaipur,16529,20598
November 2025,rajasthan,jaisalmer,1587,2459
November 2025,rajasthan,jalore,5027,5737
November 2025,rajasthan,jhalawar,3511,5454
November 2025,rajasthan,jhunjhunu,4544,5759
November 2025,rajasthan,jodhpur,8683,10917
November 2025,rajasthan,karauli,4936,3118
November 2025,rajasthan,kota,3789,5535
November 2025,rajasthan,nagaur,8160,11911
November 2025,rajasthan,pali,5545,10116
November 2025,rajasthan,pratapgarh,2083,3051
November 2025,rajasthan,rajsamand,2691,3724
November 2025,rajasthan,sawai madhopur,3983,4725
November 2025,rajasthan,sikar,5094,7451
November 2025,rajasthan,sirohi,4566,4267
November 2025,rajasthan,tonk,3951,4477
November 2025,rajasthan,udaipur,9403,10568
November 2025,sikkim,namchi,0,1
November 2025,tamil nadu,ariyalur,4612,2761
November 2025,tamil nadu,chengalpattu,934,205
November 2025,tamil nadu,chennai,20672,9651
November 2025,tamil nadu,coimbatore,7631,12641
November 2025,tamil nadu,cuddalore,13058,8897
November 2025,tamil nadu,dharmapuri,8623,4169
November 2025,tamil nadu,dindigul,7665,10860
November 2025,tamil nadu,erode,12178,8842
November 2025,tamil nadu,kallakurichi,339,216
November 2025,tamil nadu,kancheepuram,23753,10687
November 2025,tamil nadu,kanniyakumari,8415,4421
November 2025,tamil nadu,karur,3861,2627
November 2025,tamil nadu,krishnagiri,13509,4980
November 2025,tamil nadu,madurai,15954,9836
November 2025,tamil nadu,mayiladuthurai,859,130
November 2025,tamil nadu,nagapattinam,4798,7100
November 2025,tamil nadu,namakkal,10036,6948
November 2025,tamil nadu,perambalur,3620,4041
November 2025,tamil nadu,pudukkottai,5805,9464
November 2025,tamil nadu,ramanathapuram,5689,5330
November 2025,tamil nadu,ranipet,169,43
November 2025,tamil nadu,salem,16329,11404
November 2025,tamil nadu,sivaganga,8510,5348
November 2025,tamil nadu,tenkasi,1794,305
November 2025,tamil nadu,thanjavur,8609,10414
November 2025,tamil nadu,the nilgiris,2915,1885
November 2025,tamil nadu,theni,5044,4140
November 2025,tamil nadu,thiruvallur,21375,11187
November 2025,tamil nadu,thiruvarur,5535,5426
November 2025,tamil nadu,thoothukkudi,13370,6483
November 2025,tamil nadu,tiruchirappalli,11776,11994
November 2025,tamil nadu,tirunelveli,18076,11526
November 2025,tamil nadu,tirupathur,2313,239
November 2025,tamil nadu,tiruppur,10828,7909
November 2025,tamil nadu,tiruvannamalai,9449,7238
November 2025,tamil nadu,vellore,17790,10949
November 2025,tamil nadu,viluppuram,18843,13489
November 2025,tamil nadu,virudhunagar,14230,7248
November 2025,telangana,adilabad,7183,4183
November 2025,telangana,bhadradri kothagudem,2036,1288
November 2025,telangana,hanumakonda,237,638
November 2025,telangana,hyderabad,19599,8250
November 2025,telangana,jagitial,1050,325
November 2025,telangana,jangoan,970,450
November 2025,telangana,jayashankar bhupalapally,340,267
November 2025,telangana,jogulamba gadwal,944,447
November 2025,telangana,kamareddy,1423,783
November 2025,telangana,karimnagar,8229,6962
November 2025,telangana,khammam,6909,1676
November 2025,telangana,mahabubabad,1227,404
November 2025,telangana,mahabubnagar,13325,8283
November 2025,telangana,mancherial,1452,531
November 2025,telangana,medak,9579,7396
November 2025,telangana,medchal malkajgiri,2838,1617
November 2025,telangana,mulugu,478,231
November 2025,telangana,nagarkurnool,1221,438
November 2025,telangana,nalgonda,10971,5769
November 2025,telangana,narayanpet,359,270
November 2025,telangana,nirmal,1129,1042
November 2025,telangana,nizamabad,9572,5629
November 2025,telangana,peddapalli,370,380
November 2025,telangana,rajanna sircilla,865,399
November 2025,telangana,ranga reddy,82,108
November 2025,telangana,sangareddy,2796,856
November 2025,telangana,siddipet,2258,890
November 2025,telangana,suryapet,1398,1152
November 2025,telangana,vikarabad,1392,682
November 2025,telangana,wanaparthy,672,460
November 2025,telangana,warangal,7808,3959
November 2025,tripura,dhalai,1457,1028
November 2025,tripura,gomati,2092,314
November 2025,tripura,khowai,505,162
November 2025,tripura,north tripura,3206,2293
November 2025,tripura,sepahijala,1145,565
November 2025,tripura,south tripura,2964,3699
November 2025,tripura,unakoti,663,344
November 2025,tripura,west tripura,3669,4961
November 2025,uttar pradesh,agra,16983,9897
November 2025,uttar pradesh,aligarh,15128,6911
November 2025,uttar pradesh,ambedkar nagar,7686,3813
November 2025,uttar pradesh,amethi,6633,3897
November 2025,uttar pradesh,amroha,6817,3874
November 2025,uttar pradesh,auraiya,5189,2257
November 2025,uttar pradesh,ayodhya,487,416
November 2025,uttar pradesh,azamgarh,12390,8671
November 2025,uttar pradesh,baghpat,4479,2504
November 2025,uttar pradesh,bahraich,15519,5060
November 2025,uttar pradesh,ballia,8769,5826
November 2025,uttar pradesh,balrampur,10702,4561
November 2025,uttar pradesh,banda,6399,4025
November 2025,uttar pradesh,bara banki,12344,5838
November 2025,uttar pradesh,bareilly,18669,10078
November 2025,uttar pradesh,basti,7273,4613
November 2025,uttar pradesh,bhadohi,403,263
November 2025,uttar pradesh,bijnor,14522,9423
November 2025,uttar pradesh,budaun,9982,4162
November 2025,uttar pradesh,bulandshahr,16616,5537
November 2025,uttar pradesh,chandauli,6490,3441
November 2025,uttar pradesh,chitrakoot,4809,2504
November 2025,uttar pradesh,deoria,8340,6291
November 2025,uttar pradesh,etah,6142,2658
November 2025,uttar pradesh,etawah,5063,2990
November 2025,uttar pradesh,farrukhabad,6800,2967
November 2025,uttar pradesh,fatehpur,8294,5142
November 2025,uttar pradesh,firozabad,8548,4230
November 2025,uttar pradesh,gautam buddha nagar,5929,4203
November 2025,uttar pradesh,ghaziabad,12964,10321
November 2025,uttar pradesh,ghazipur,8883,5612
November 2025,uttar pradesh,gonda,11154,6266
November 2025,uttar pradesh,gorakhpur,11915,10370
November 2025,uttar pradesh,hamirpur,4220,1970
November 2025,uttar pradesh,hapur,5528,2227
November 2025,uttar pradesh,hardoi,17458,6460
November 2025,uttar pradesh,hathras,6016,1968
November 2025,uttar pradesh,jalaun,4549,3125
November 2025,uttar pradesh,jaunpur,11692,8626
November 2025,uttar pradesh,jhansi,8435,5260
November 2025,uttar pradesh,kannauj,5374,2800
November 2025,uttar pradesh,kanpur dehat,5304,2499
November 2025,uttar pradesh,kanpur nagar,10984,10872
November 2025,uttar pradesh,kasganj,5984,3011
November 2025,uttar pradesh,kaushambi,6188,3194
November 2025,uttar pradesh,kheri,18910,6637
November 2025,uttar pradesh,kushinagar,10366,7916
November 2025,uttar pradesh,lalitpur,4627,3276
November 2025,uttar pradesh,lucknow,13377,9925
November 2025,uttar pradesh,mahoba,3385,1670
November 2025,uttar pradesh,mahrajganj,7448,4973
November 2025,uttar pradesh,mainpuri,5755,2959
