date,state,district,age_0_5,age_5_17,age_18_greater
2025-09-11,uttar pradesh,gorakhpur,80,88,0
2025-09-11,uttar pradesh,hamirpur,18,25,0
2025-09-11,uttar pradesh,hapur,35,9,0
2025-09-11,uttar pradesh,hardoi,78,56,4
2025-09-11,uttar pradesh,hathras,41,16,1
2025-09-11,uttar pradesh,jalaun,38,17,0
2025-09-11,uttar pradesh,jaunpur,53,80,0
2025-09-11,uttar pradesh,jhansi,72,30,0
2025-09-11,uttar pradesh,jyotiba phule nagar,1,0,0
2025-09-11,uttar pradesh,kannauj,29,42,0
2025-09-11,uttar pradesh,kanpur dehat,34,19,0
2025-09-11,uttar pradesh,kanpur nagar,93,69,1
2025-09-11,uttar pradesh,kasganj,28,23,0
2025-09-11,uttar pradesh,kaushambi,33,22,0
2025-09-11,uttar pradesh,kheri,89,86,1
2025-09-11,uttar pradesh,kushinagar,63,60,0
2025-09-11,uttar pradesh,lalitpur,36,14,0
2025-09-11,uttar pradesh,lucknow,122,75,3
2025-09-11,uttar pradesh,maharajganj,64,73,0
2025-09-11,uttar pradesh,mahoba,14,1,0
2025-09-11,uttar pradesh,mainpuri,22,32,0
2025-09-11,uttar pradesh,mathura,55,48,0
2025-09-11,uttar pradesh,mau,34,50,0
2025-09-11,uttar pradesh,meerut,100,54,1
2025-09-11,uttar pradesh,mirzapur,50,51,0
2025-09-11,uttar pradesh,moradabad,121,31,0
2025-09-11,uttar pradesh,muzaffarnagar,82,49,0
2025-09-11,uttar pradesh,pilibhit,56,29,3
2025-09-11,uttar pradesh,pratapgarh,78,44,0
2025-09-11,uttar pradesh,prayagraj,15,12,0
2025-09-11,uttar pradesh,rae bareli,61,25,0
2025-09-11,uttar pradesh,rampur,81,43,0
2025-09-11,uttar pradesh,saharanpur,85,20,0
2025-09-11,uttar pradesh,sambhal,41,38,0
2025-09-11,uttar pradesh,sant kabir nagar,33,28,0
2025-09-11,uttar pradesh,sant ravidas nagar,24,19,0
2025-09-11,uttar pradesh,shahjahanpur,49,61,0
2025-09-11,uttar pradesh,shamli,76,37,0
2025-09-11,uttar pradesh,shrawasti,10,19,0
2025-09-11,uttar pradesh,siddharthnagar,40,98,2
2025-09-11,uttar pradesh,sitapur,91,95,3
2025-09-11,uttar pradesh,sonbhadra,36,31,0
2025-09-11,uttar pradesh,sultanpur,75,29,0
2025-09-11,uttar pradesh,unnao,188,38,0
2025-09-11,uttar pradesh,varanasi,76,59,0
2025-09-11,uttarakhand,almora,25,0,0
2025-09-11,uttarakhand,bageshwar,10,3,0
2025-09-11,uttarakhand,chamoli,7,2,0
2025-09-11,uttarakhand,champawat,6,2,0
2025-09-11,uttarakhand,dehradun,62,6,0
2025-09-11,uttarakhand,hardwar,2,0,0
2025-09-11,uttarakhand,haridwar,47,11,0
2025-09-11,uttarakhand,nainital,34,3,0
2025-09-11,uttarakhand,pauri garhwal,13,0,0
2025-09-11,uttarakhand,pithoragarh,16,2,0
2025-09-11,uttarakhand,rudraprayag,13,0,0
2025-09-11,uttarakhand,tehri garhwal,38,3,0
2025-09-11,uttarakhand,udham singh nagar,60,4,1
2025-09-11,uttarakhand,uttarkashi,14,1,0
2025-09-11,west bengal,alipurduar,10,4,0
2025-09-11,west bengal,bankura,193,34,0
2025-09-11,west bengal,barddhaman,231,35,0
2025-09-11,west bengal,bardhaman,23,5,0
2025-09-11,west bengal,birbhum,212,21,0
2025-09-11,west bengal,cooch behar,77,26,0
2025-09-11,west bengal,dakshin dinajpur,42,7,1
2025-09-11,west bengal,darjeeling,41,18,0
2025-09-11,west bengal,darjiling,6,2,0
2025-09-11,west bengal,east midnapore,27,0,0
2025-09-11,west bengal,haora,40,15,0
2025-09-11,west bengal,hooghly,144,46,1
2025-09-11,west bengal,howrah,102,29,0
2025-09-11,west bengal,hugli,4,0,0
2025-09-11,west bengal,jalpaiguri,72,32,0
2025-09-11,west bengal,jhargram,7,5,0
2025-09-11,west bengal,kalimpong,1,2,0
2025-09-11,west bengal,koch bihar,36,14,0
2025-09-11,west bengal,kolkata,83,59,1
2025-09-11,west bengal,malda,103,43,0
2025-09-11,west bengal,maldah,9,2,0
2025-09-11,west bengal,murshidabad,406,59,0
2025-09-11,west bengal,nadia,152,19,1
2025-09-11,west bengal,north 24 parganas,262,66,3
2025-09-11,west bengal,north dinajpur,10,1,0
2025-09-11,west bengal,north twenty four parganas,17,4,0
2025-09-11,west bengal,paschim bardhaman,11,6,0
2025-09-11,west bengal,paschim medinipur,164,40,0
2025-09-11,west bengal,purba bardhaman,36,9,0
2025-09-11,west bengal,purba medinipur,174,17,0
2025-09-11,west bengal,purulia,5,6,0
2025-09-11,west bengal,puruliya,161,31,0
2025-09-11,west bengal,south 24 parganas,417,93,0
2025-09-11,west bengal,south dinajpur,3,0,0
2025-09-11,west bengal,south twenty four parganas,50,15,0
2025-09-11,west bengal,uttar dinajpur,201,92,1
2025-09-11,west bengal,west midnapore,26,4,0
2025-10-09,andaman and nicobar islands,nicobar,5,0,0
2025-10-09,andaman and nicobar islands,north and middle andaman,4,0,0
2025-10-09,andaman and nicobar islands,south andaman,2,1,0
2025-10-09,andhra pradesh,adilabad,30,9,0
2025-10-09,andhra pradesh,alluri sitharama raju,16,0,0
2025-10-09,andhra pradesh,anakapalli,5,0,0
2025-10-09,andhra pradesh,anantapur,32,8,0
2025-10-09,andhra pradesh,ananthapur,24,1,0
2025-10-09,andhra pradesh,ananthapuramu,30,1,0
2025-10-09,andhra pradesh,annamayya,13,2,3
2025-10-09,andhra pradesh,bapatla,4,1,0
2025-10-09,andhra pradesh,chittoor,120,13,0
2025-10-09,andhra pradesh,cuddapah,84,6,0
2025-10-09,andhra pradesh,dr. b. r. ambedkar konaseema,13,0,0
2025-10-09,andhra pradesh,east godavari,122,10,0
2025-10-09,andhra pradesh,eluru,13,1,0
2025-10-09,andhra pradesh,guntur,131,17,1
2025-10-09,andhra pradesh,hyderabad,69,16,0
2025-10-09,andhra pradesh,k.v.rangareddy,1,0,0
2025-10-09,andhra pradesh,kakinada,8,2,1
2025-10-09,andhra pradesh,karimnagar,14,3,0
2025-10-09,andhra pradesh,khammam,21,5,0
2025-10-09,andhra pradesh,krishna,86,7,0
2025-10-09,andhra pradesh,kurnool,166,10,1
2025-10-09,andhra pradesh,mahabub nagar,33,8,0
2025-10-09,andhra pradesh,mahbubnagar,19,4,0
2025-10-09,andhra pradesh,medak,35,3,0
2025-10-09,andhra pradesh,n. t. r,15,1,1
2025-10-09,andhra pradesh,nalgonda,23,7,0
2025-10-09,andhra pradesh,nandyal,14,0,0
2025-10-09,andhra pradesh,nellore,69,14,0
2025-10-09,andhra pradesh,nizamabad,7,1,0
2025-10-09,andhra pradesh,palnadu,18,1,0
2025-10-09,andhra pradesh,parvathipuram manyam,7,1,0
2025-10-09,andhra pradesh,prakasam,121,29,0
2025-10-09,andhra pradesh,rangareddi,35,6,0
2025-10-09,andhra pradesh,sri potti sriramulu nellore,15,6,2
2025-10-09,andhra pradesh,sri sathya sai,11,0,0
2025-10-09,andhra pradesh,srikakulam,65,4,0
2025-10-09,andhra pradesh,tirupati,7,16,11
2025-10-09,andhra pradesh,visakhapatnam,112,7,1
2025-10-09,andhra pradesh,vizianagaram,62,5,0
2025-10-09,andhra pradesh,warangal,23,4,0
2025-10-09,andhra pradesh,west godavari,83,2,0
2025-10-09,andhra pradesh,y. s. r,10,0,0
2025-10-09,arunachal pradesh,changlang,1,1,0
2025-10-09,arunachal pradesh,east kameng,0,1,0
2025-10-09,arunachal pradesh,east siang,3,0,0
2025-10-09,arunachal pradesh,kra daadi,0,3,0
2025-10-09,arunachal pradesh,lohit,1,1,0
2025-10-09,arunachal pradesh,longding,0,21,0
2025-10-09,arunachal pradesh,lower dibang valley,2,3,0
2025-10-09,arunachal pradesh,lower siang,1,0,0
2025-10-09,arunachal pradesh,lower subansiri,0,2,0
2025-10-09,arunachal pradesh,namsai,0,2,0
2025-10-09,arunachal pradesh,papum pare,7,6,0
2025-10-09,arunachal pradesh,shi-yomi,1,0,0
2025-10-09,arunachal pradesh,tirap,1,2,0
2025-10-09,arunachal pradesh,upper siang,4,1,0
2025-10-09,arunachal pradesh,upper subansiri,4,1,0
2025-10-09,arunachal pradesh,west kameng,1,1,1
2025-10-09,arunachal pradesh,west siang,1,0,0
2025-10-09,assam,bajali,1,0,0
2025-10-09,assam,baksa,28,7,1
2025-10-09,assam,barpeta,118,46,1
2025-10-09,assam,biswanath,13,8,0
2025-10-09,assam,bongaigaon,32,7,0
2025-10-09,assam,cachar,133,53,0
2025-10-09,assam,charaideo,12,3,0
2025-10-09,assam,chirang,15,18,0
2025-10-09,assam,darrang,73,34,0
2025-10-09,assam,dhemaji,27,18,7
2025-10-09,assam,dhubri,147,56,0
2025-10-09,assam,dibrugarh,45,26,2
2025-10-09,assam,goalpara,104,18,1
2025-10-09,assam,golaghat,34,20,4
2025-10-09,assam,hailakandi,53,27,0
2025-10-09,assam,hojai,62,25,0
2025-10-09,assam,jorhat,36,16,0
2025-10-09,assam,kamrup,97,35,0
2025-10-09,assam,kamrup metro,31,29,0
2025-10-09,assam,karbi anglong,63,45,17
2025-10-09,assam,karimganj,196,84,3
2025-10-09,assam,kokrajhar,23,7,3
2025-10-09,assam,lakhimpur,65,25,0
2025-10-09,assam,majuli,12,6,0
2025-10-09,assam,marigaon,74,39,7
2025-10-09,assam,nagaon,224,67,0
2025-10-09,assam,nalbari,38,25,0
2025-10-09,assam,north cachar hills,9,8,0
2025-10-09,assam,sibsagar,39,5,0
2025-10-09,assam,sonitpur,103,33,0
2025-10-09,assam,south salmara mankachar,21,3,0
2025-10-09,assam,sribhumi,0,1,0
2025-10-09,assam,tinsukia,57,35,4
2025-10-09,assam,udalguri,31,21,1
2025-10-09,assam,west karbi anglong,4,5,5
2025-10-09,bihar,araria,145,74,0
2025-10-09,bihar,arwal,15,49,0
2025-10-09,bihar,aurangabad,43,101,1
2025-10-09,bihar,aurangabad(bh),1,0,0
2025-10-09,bihar,banka,96,67,0
2025-10-09,bihar,begusarai,132,88,0
2025-10-09,bihar,bhagalpur,103,103,1
2025-10-09,bihar,bhojpur,62,131,1
2025-10-09,bihar,buxar,31,73,0
2025-10-09,bihar,darbhanga,206,126,1
2025-10-09,bihar,east champaran,178,244,12
2025-10-09,bihar,gaya,108,210,3
2025-10-09,bihar,gopalganj,72,96,0
2025-10-09,bihar,jamui,53,78,3
2025-10-09,bihar,jehanabad,12,70,1
2025-10-09,bihar,kaimur (bhabua),41,76,1
2025-10-09,bihar,katihar,183,73,0
2025-10-09,bihar,khagaria,62,65,0
2025-10-09,bihar,kishanganj,115,29,0
2025-10-09,bihar,lakhisarai,26,46,1
2025-10-09,bihar,madhepura,86,80,0
2025-10-09,bihar,madhubani,150,126,3
2025-10-09,bihar,munger,59,58,2
2025-10-09,bihar,muzaffarpur,146,109,0
2025-10-09,bihar,nalanda,81,140,1
2025-10-09,bihar,nawada,54,186,4
2025-10-09,bihar,patna,98,214,2
2025-10-09,bihar,purba champaran,3,1,0
2025-10-09,bihar,purnea,6,3,0
2025-10-09,bihar,purnia,187,109,0
2025-10-09,bihar,rohtas,51,107,0
2025-10-09,bihar,saharsa,96,94,2
2025-10-09,bihar,samastipur,154,97,1
2025-10-09,bihar,samstipur,0,1,0
2025-10-09,bihar,saran,96,199,2
2025-10-09,bihar,sheikhpura,22,42,0
2025-10-09,bihar,sheikpura,1,1,0
2025-10-09,bihar,sheohar,32,18,1
2025-10-09,bihar,sitamarhi,134,97,2
2025-10-09,bihar,siwan,104,135,0
2025-10-09,bihar,supaul,80,54,5
2025-10-09,bihar,vaishali,149,185,0
2025-10-09,bihar,west champaran,144,174,9
2025-10-09,chandigarh,chandigarh,41,7,0
2025-10-09,chhattisgarh,balod,29,2,0
2025-10-09,chhattisgarh,baloda bazar,66,8,0
2025-10-09,chhattisgarh,balrampur,67,20,0
2025-10-09,chhattisgarh,bastar,40,23,0
2025-10-09,chhattisgarh,bemetara,42,9,0
2025-10-09,chhattisgarh,bijapur,2,11,5
2025-10-09,chhattisgarh,bilaspur,127,17,0
2025-10-09,chhattisgarh,dakshin bastar dantewada,5,0,0
2025-10-09,chhattisgarh,dantewada,0,1,0
2025-10-09,chhattisgarh,dhamtari,53,0,0
2025-10-09,chhattisgarh,durg,61,9,0
2025-10-09,chhattisgarh,gariyaband,22,2,0
2025-10-09,chhattisgarh,gaurela-pendra-marwahi,1,0,0
2025-10-09,chhattisgarh,janjgir-champa,84,10,0
2025-10-09,chhattisgarh,jashpur,13,4,0
2025-10-09,chhattisgarh,kabeerdham,18,1,0
2025-10-09,chhattisgarh,kanker,21,6,0
2025-10-09,chhattisgarh,kawardha,37,3,0
2025-10-09,chhattisgarh,khairagarh chhuikhadan gandai,4,0,0
2025-10-09,chhattisgarh,kondagaon,57,22,0
2025-10-09,chhattisgarh,korba,75,9,0
2025-10-09,chhattisgarh,koriya,23,13,0
2025-10-09,chhattisgarh,mahasamund,61,14,0
2025-10-09,chhattisgarh,manendragarh–chirmiri–bharatpur,1,0,0
2025-10-09,chhattisgarh,mohla-manpur-ambagarh chouki,5,0,1
2025-10-09,chhattisgarh,mungeli,41,2,0
2025-10-09,chhattisgarh,narayanpur,5,6,0
2025-10-09,chhattisgarh,raigarh,60,9,0
2025-10-09,chhattisgarh,raipur,113,7,0
2025-10-09,chhattisgarh,rajnandgaon,52,9,0
2025-10-09,chhattisgarh,sakti,13,1,0
2025-10-09,chhattisgarh,sarangarh-bilaigarh,1,0,0
2025-10-09,chhattisgarh,sukma,3,8,0
2025-10-09,chhattisgarh,surajpur,55,11,1
2025-10-09,chhattisgarh,surguja,58,7,0
2025-10-09,chhattisgarh,uttar bastar kanker,8,2,0
2025-10-09,dadra & nagar haveli,dadra & nagar haveli,1,0,0
2025-10-09,dadra and nagar haveli,dadra and nagar haveli,12,5,0
2025-10-09,dadra and nagar haveli and daman and diu,dadra and nagar haveli,2,0,0
2025-10-09,dadra and nagar haveli and daman and diu,daman,2,0,0
2025-10-09,delhi,central delhi,29,15,0
2025-10-09,delhi,east delhi,74,24,2
2025-10-09,delhi,new delhi,2,1,0
2025-10-09,delhi,north delhi,33,15,1
2025-10-09,delhi,north east,20,6,0
2025-10-09,delhi,north east delhi,70,17,0
2025-10-09,delhi,north west delhi,155,44,3
2025-10-09,delhi,shahdara,8,3,0
2025-10-09,delhi,south delhi,130,36,3
2025-10-09,delhi,south west delhi,100,24,4
2025-10-09,delhi,west delhi,96,20,1
2025-10-09,goa,north goa,28,5,1
2025-10-09,goa,south goa,15,1,1
2025-10-09,gujarat,ahmadabad,18,4,0
2025-10-09,gujarat,ahmedabad,253,126,3
2025-10-09,gujarat,amreli,62,11,1
2025-10-09,gujarat,anand,93,13,2
2025-10-09,gujarat,arvalli,22,6,0
2025-10-09,gujarat,banas kantha,5,1,0
2025-10-09,gujarat,banaskantha,89,103,12
2025-10-09,gujarat,bharuch,68,6,1
2025-10-09,gujarat,bhavnagar,133,23,8
2025-10-09,gujarat,botad,19,6,0
2025-10-09,gujarat,chhotaudepur,40,14,6
2025-10-09,gujarat,dahod,83,78,3
2025-10-09,gujarat,devbhumi dwarka,20,6,0
2025-10-09,gujarat,dohad,27,9,0
2025-10-09,gujarat,gandhinagar,76,8,6
2025-10-09,gujarat,gir somnath,47,13,6
2025-10-09,gujarat,jamnagar,69,18,1
2025-10-09,gujarat,junagadh,116,21,3
2025-10-09,gujarat,kachchh,49,33,4
2025-10-09,gujarat,kheda,137,38,2
2025-10-09,gujarat,mahesana,103,20,2
2025-10-09,gujarat,mahisagar,37,7,1
2025-10-09,gujarat,morbi,60,14,2
2025-10-09,gujarat,narmada,38,2,0
2025-10-09,gujarat,navsari,51,2,0
2025-10-09,gujarat,panch mahals,1,0,0
2025-10-09,gujarat,panchmahals,107,26,7
2025-10-09,gujarat,patan,78,27,4
2025-10-09,gujarat,porbandar,15,4,1
2025-10-09,gujarat,rajkot,132,32,2
2025-10-09,gujarat,sabar kantha,4,0,0
2025-10-09,gujarat,sabarkantha,99,51,6
2025-10-09,gujarat,surat,267,87,3
2025-10-09,gujarat,surendra nagar,115,43,1
2025-10-09,gujarat,surendranagar,7,0,0
2025-10-09,gujarat,tapi,72,7,2
2025-10-09,gujarat,the dangs,32,1,0
2025-10-09,gujarat,vadodara,162,45,3
2025-10-09,gujarat,valsad,99,21,0
2025-10-09,haryana,ambala,35,2,0
2025-10-09,haryana,bhiwani,44,1,0
2025-10-09,haryana,charkhi dadri,21,1,0
2025-10-09,haryana,faridabad,113,22,1
2025-10-09,haryana,fatehabad,34,6,0
2025-10-09,haryana,gurgaon,97,17,5
2025-10-09,haryana,hisar,78,10,1
2025-10-09,haryana,jhajjar,46,0,0
2025-10-09,haryana,jind,75,1,0
2025-10-09,haryana,kaithal,58,0,0
2025-10-09,haryana,karnal,87,7,0
2025-10-09,haryana,kurukshetra,39,4,0
2025-10-09,haryana,mahendragarh,47,3,1
2025-10-09,haryana,mewat,69,3,0
2025-10-09,haryana,palwal,69,6,1
2025-10-09,haryana,panchkula,19,0,0
2025-10-09,haryana,panipat,65,2,0
2025-10-09,haryana,rewari,49,7,0
2025-10-09,haryana,rohtak,34,4,0
2025-10-09,haryana,sirsa,72,2,0
2025-10-09,haryana,sonipat,59,3,0
2025-10-09,haryana,yamuna nagar,62,4,0
2025-10-09,haryana,yamunanagar,2,0,0
2025-10-09,himachal pradesh,bilaspur,18,0,0
2025-10-09,himachal pradesh,chamba,34,0,0
2025-10-09,himachal pradesh,hamirpur,19,0,0
2025-10-09,himachal pradesh,kangra,71,1,0
2025-10-09,himachal pradesh,kinnaur,2,1,0
2025-10-09,himachal pradesh,kullu,12,1,0
2025-10-09,himachal pradesh,lahul & spiti,1,0,0
2025-10-09,himachal pradesh,lahul and spiti,2,0,0
2025-10-09,himachal pradesh,mandi,64,1,0
2025-10-09,himachal pradesh,shimla,28,1,0
2025-10-09,himachal pradesh,sirmaur,29,3,1
2025-10-09,himachal pradesh,solan,21,1,0
2025-10-09,himachal pradesh,una,15,1,0
2025-10-09,jammu & kashmir,anantnag,0,1,0
2025-10-09,jammu & kashmir,jammu,1,0,0
2025-10-09,jammu and kashmir,anantnag,58,5,1
2025-10-09,jammu and kashmir,badgam,32,2,0
2025-10-09,jammu and kashmir,bandipore,21,10,0
2025-10-09,jammu and kashmir,baramula,41,11,0
2025-10-09,jammu and kashmir,budgam,13,0,0
2025-10-09,jammu and kashmir,doda,3,1,0
2025-10-09,jammu and kashmir,ganderbal,16,1,0
2025-10-09,jammu and kashmir,jammu,87,15,0
2025-10-09,jammu and kashmir,kargil,10,0,0
2025-10-09,jammu and kashmir,kathua,26,7,0
2025-10-09,jammu and kashmir,kishtwar,9,0,0
2025-10-09,jammu and kashmir,kulgam,10,0,0
2025-10-09,jammu and kashmir,kupwara,38,8,0
2025-10-09,jammu and kashmir,leh,4,1,0
2025-10-09,jammu and kashmir,pulwama,37,1,0
2025-10-09,jammu and kashmir,punch,22,9,0
2025-10-09,jammu and kashmir,rajouri,42,11,0
2025-10-09,jammu and kashmir,ramban,7,7,0
2025-10-09,jammu and kashmir,reasi,15,1,0
2025-10-09,jammu and kashmir,samba,11,0,0
2025-10-09,jammu and kashmir,shupiyan,9,1,0
2025-10-09,jammu and kashmir,srinagar,51,6,0
2025-10-09,jammu and kashmir,udhampur,15,5,1
2025-10-09,jharkhand,bokaro,61,60,0
2025-10-09,jharkhand,chatra,56,32,0
2025-10-09,jharkhand,deoghar,91,89,1
2025-10-09,jharkhand,dhanbad,86,57,1
2025-10-09,jharkhand,dumka,37,69,0
2025-10-09,jharkhand,east singhbhum,76,27,0
2025-10-09,jharkhand,garhwa,92,34,0
2025-10-09,jharkhand,garhwa *,1,1,0
2025-10-09,jharkhand,giridih,98,96,0
2025-10-09,jharkhand,godda,64,49,0
2025-10-09,jharkhand,gumla,65,59,1
2025-10-09,jharkhand,hazaribag,10,5,0
2025-10-09,jharkhand,hazaribagh,64,35,0
2025-10-09,jharkhand,jamtara,33,18,0
2025-10-09,jharkhand,khunti,13,22,0
2025-10-09,jharkhand,kodarma,3,2,0
2025-10-09,jharkhand,koderma,45,32,0
2025-10-09,jharkhand,latehar,55,19,0
2025-10-09,jharkhand,lohardaga,17,11,0
2025-10-09,jharkhand,pakaur,6,7,0
2025-10-09,jharkhand,pakur,63,43,0
2025-10-09,jharkhand,palamau,5,0,0
2025-10-09,jharkhand,palamu,119,36,3
2025-10-09,jharkhand,pashchimi singhbhum,8,7,0
2025-10-09,jharkhand,purbi singhbhum,9,3,0
2025-10-09,jharkhand,ramgarh,31,26,0
2025-10-09,jharkhand,ranchi,91,50,0
2025-10-09,jharkhand,sahebganj,88,59,2
2025-10-09,jharkhand,sahibganj,3,1,0
2025-10-09,jharkhand,seraikela-kharsawan,59,28,0
2025-10-09,jharkhand,simdega,45,12,0
2025-10-09,jharkhand,west singhbhum,85,44,0
2025-10-09,karnataka,bagalkot,123,24,2
2025-10-09,karnataka,bagalkot *,3,0,0
2025-10-09,karnataka,ballari,74,12,2
2025-10-09,karnataka,bangalore,102,16,0
2025-10-09,karnataka,bangalore rural,42,5,0
2025-10-09,karnataka,belagavi,198,23,2
2025-10-09,karnataka,belgaum,114,21,0
2025-10-09,karnataka,bellary,85,12,0
2025-10-09,karnataka,bengaluru,159,43,17
2025-10-09,karnataka,bengaluru south,1,0,0
2025-10-09,karnataka,bidar,64,35,1
2025-10-09,karnataka,bijapur,86,28,0
2025-10-09,karnataka,chamarajanagar,2,0,0
2025-10-09,karnataka,chamrajanagar,25,8,1
2025-10-09,karnataka,chamrajnagar,7,3,0
2025-10-09,karnataka,chickmagalur,20,2,0
2025-10-09,karnataka,chikkaballapur,42,4,0
2025-10-09,karnataka,chikkamagaluru,20,1,4
2025-10-09,karnataka,chikmagalur,0,1,0
2025-10-09,karnataka,chitradurga,54,5,1
2025-10-09,karnataka,dakshina kannada,102,9,0
2025-10-09,karnataka,davanagere,6,0,0
2025-10-09,karnataka,davangere,75,2,0
2025-10-09,karnataka,dharwad,99,7,0
2025-10-09,karnataka,gadag,156,10,2
2025-10-09,karnataka,gadag *,4,0,0
2025-10-09,karnataka,gulbarga,64,15,0
2025-10-09,karnataka,hasan,15,0,0
2025-10-09,karnataka,hassan,43,0,0
2025-10-09,karnataka,haveri,73,5,0
2025-10-09,karnataka,haveri *,2,0,0
2025-10-09,karnataka,kalaburagi,45,14,0
2025-10-09,karnataka,kodagu,22,2,2
2025-10-09,karnataka,kolar,45,2,0
2025-10-09,karnataka,koppal,76,21,0
2025-10-09,karnataka,mandya,48,1,0
2025-10-09,karnataka,mysore,40,3,0
2025-10-09,karnataka,mysuru,44,15,4
2025-10-09,karnataka,raichur,84,24,1
2025-10-09,karnataka,ramanagar,77,3,0
2025-10-09,karnataka,shimoga,40,2,0
2025-10-09,karnataka,shivamogga,39,6,0
2025-10-09,karnataka,tumakuru,49,3,0
2025-10-09,karnataka,tumkur,39,4,0
2025-10-09,karnataka,udupi,63,2,2
2025-10-09,karnataka,uttara kannada,45,3,0
2025-10-09,karnataka,vijayanagara,43,2,2
2025-10-09,karnataka,vijayapura,110,25,0
2025-10-09,karnataka,yadgir,82,32,0
2025-10-09,kerala,alappuzha,50,29,0
2025-10-09,kerala,ernakulam,71,25,0
2025-10-09,kerala,idukki,17,3,0
2025-10-09,kerala,kannur,58,18,1
2025-10-09,kerala,kasaragod,53,11,0
2025-10-09,kerala,kasargod,6,0,0
2025-10-09,kerala,kollam,80,24,1
2025-10-09,kerala,kottayam,40,10,1
2025-10-09,kerala,kozhikode,79,36,0
2025-10-09,kerala,malappuram,191,73,2
2025-10-09,kerala,palakkad,71,23,0
2025-10-09,kerala,pathanamthitta,21,7,2
2025-10-09,kerala,thiruvananthapuram,70,14,1
2025-10-09,kerala,thrissur,64,26,1
2025-10-09,kerala,wayanad,17,5,0
2025-10-09,ladakh,kargil,20,2,0
2025-10-09,ladakh,leh,2,0,0
2025-10-09,lakshadweep,lakshadweep,3,0,0
2025-10-09,madhya pradesh,agar malwa,20,14,0
2025-10-09,madhya pradesh,alirajpur,24,47,1
2025-10-09,madhya pradesh,anuppur,33,9,0
2025-10-09,madhya pradesh,ashok nagar,165,46,2
2025-10-09,madhya pradesh,balaghat,120,13,0
2025-10-09,madhya pradesh,barwani,130,108,5
2025-10-09,madhya pradesh,betul,133,24,2
2025-10-09,madhya pradesh,bhind,96,60,11
2025-10-09,madhya pradesh,bhopal,185,25,0
2025-10-09,madhya pradesh,burhanpur,40,31,0
2025-10-09,madhya pradesh,chhatarpur,154,78,0
2025-10-09,madhya pradesh,chhindwara,181,10,0
2025-10-09,madhya pradesh,damoh,115,21,0
2025-10-09,madhya pradesh,datia,120,46,0
2025-10-09,madhya pradesh,dewas,119,43,1
2025-10-09,madhya pradesh,dhar,114,73,1
2025-10-09,madhya pradesh,dindori,29,5,0
2025-10-09,madhya pradesh,east nimar,31,20,0
2025-10-09,madhya pradesh,guna,161,47,0
2025-10-09,madhya pradesh,gwalior,158,64,3
2025-10-09,madhya pradesh,harda,49,10,0
2025-10-09,madhya pradesh,harda *,9,4,0
2025-10-09,madhya pradesh,hoshangabad,102,21,0
2025-10-09,madhya pradesh,indore,154,69,11
2025-10-09,madhya pradesh,jabalpur,141,24,0
2025-10-09,madhya pradesh,jhabua,149,92,0
2025-10-09,madhya pradesh,katni,186,46,1
2025-10-09,madhya pradesh,khandwa,31,22,0
2025-10-09,madhya pradesh,khargone,157,48,9
2025-10-09,madhya pradesh,maihar,11,0,0
2025-10-09,madhya pradesh,mandla,64,7,0
2025-10-09,madhya pradesh,mandsaur,106,24,0
2025-10-09,madhya pradesh,mauganj,2,1,0
2025-10-09,madhya pradesh,morena,125,82,2
2025-10-09,madhya pradesh,narmadapuram,11,1,0
2025-10-09,madhya pradesh,narsimhapur,25,10,0
2025-10-09,madhya pradesh,narsinghpur,105,33,2
2025-10-09,madhya pradesh,neemuch,71,33,0
2025-10-09,madhya pradesh,niwari,1,0,0
2025-10-09,madhya pradesh,panna,170,41,0
2025-10-09,madhya pradesh,raisen,117,30,0
2025-10-09,madhya pradesh,rajgarh,122,48,0
2025-10-09,madhya pradesh,ratlam,125,47,0
2025-10-09,madhya pradesh,rewa,166,35,0
2025-10-09,madhya pradesh,sagar,203,39,0
2025-10-09,madhya pradesh,satna,200,52,1
2025-10-09,madhya pradesh,sehore,50,18,0
2025-10-09,madhya pradesh,seoni,131,12,0
2025-10-09,madhya pradesh,shahdol,87,20,0
2025-10-09,madhya pradesh,shajapur,132,38,0
2025-10-09,madhya pradesh,sheopur,29,38,4
2025-10-09,madhya pradesh,shivpuri,149,97,4
2025-10-09,madhya pradesh,sidhi,80,10,0
2025-10-09,madhya pradesh,singrauli,84,17,1
2025-10-09,madhya pradesh,tikamgarh,102,48,0
2025-10-09,madhya pradesh,ujjain,303,47,1
2025-10-09,madhya pradesh,umaria,105,19,0
2025-10-09,madhya pradesh,vidisha,182,51,2
2025-10-09,madhya pradesh,west nimar,11,2,1
2025-10-09,maharashtra,ahmadnagar,122,66,3
2025-10-09,maharashtra,ahmed nagar,1,0,0
2025-10-09,maharashtra,akola,67,14,0
2025-10-09,maharashtra,amravati,114,24,0
2025-10-09,maharashtra,aurangabad,160,112,0
2025-10-09,maharashtra,beed,119,40,2
2025-10-09,maharashtra,bhandara,40,3,0
2025-10-09,maharashtra,bid,11,3,0
2025-10-09,maharashtra,buldana,24,3,0
2025-10-09,maharashtra,buldhana,98,35,5
2025-10-09,maharashtra,chandrapur,75,6,2
2025-10-09,maharashtra,chatrapati sambhaji nagar,2,3,0
2025-10-09,maharashtra,chhatrapati sambhajinagar,9,8,2
